"preps","institutioncode","collectioncode","catalognumber","Stand.Prep","Stand.Prep.2","Stand.Prep.3","Tissue","Photo","X","freq"
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","9337","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2758","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5373","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4713","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3263","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8663","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7914","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","9312","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2397","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6711","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8977","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1813","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2612","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6622","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4489","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5114","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1875","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5951","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8382","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8981","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4202","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4428","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3655","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","9378","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6329","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8619","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5916","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5872","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7181","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","9053","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1914","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5020","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2681","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7208","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6595","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7916","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3585","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3596","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6436","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8979","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6850","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7981","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3040","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3062","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7660","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7541","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4503","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4690","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1547","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5996","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8516","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7762","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5406","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6105","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5790","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4069","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4386","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5180","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1736","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3249","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5493","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4313","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8996","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8786","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2447","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2402","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5917","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","9324","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5525","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3186","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8246","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3390","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","9389","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6169","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6580","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4426","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6291","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8436","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3418","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8877","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7661","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1863","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2818","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6447","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4193","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7838","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1510","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2904","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7575","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8079","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2811","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8851","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4722","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8798","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5596","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8248","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2959","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5965","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","9047","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4394","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6934","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2709","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2029","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7201","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2927","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6981","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8622","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4335","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2558","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6215","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5767","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4980","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8097","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6131","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6045","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5655","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5074","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8406","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3913","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5061","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6993","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6054","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2563","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5669","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1459","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3828","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4809","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8966","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2383","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4501","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6275","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3283","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3064","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5479","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5360","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4163","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7083","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8274","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8764","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8367","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8975","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7521","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4297","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7681","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3637","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7176","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8316","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7598","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7654","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7925","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8586","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4621","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3042","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6629","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6161","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7371","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6211","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6611","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2121","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3200","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5663","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5760","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7591","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4837","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7899","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4529","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6310","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7339","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2752","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2693","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8678","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3577","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2319","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4127","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8259","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6439","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5032","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2971","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6746","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2467","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4708","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5626","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5873","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7659","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5002","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3327","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3844","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6368","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3453","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2193","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1866","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5886","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3638","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3598","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5102","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4599","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","9115","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3397","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2015","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8660","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4058","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6090","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4348","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5991","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6268","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4319","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1627","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4136","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6089","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8620","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5998","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7078","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2952","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5300","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6671","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7799","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6377","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8114","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4622","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3827","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5216","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6369","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7398","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7349","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7903","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8796","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8667","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3077","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4454","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8839","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4077","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6220","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","9287","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5593","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4947","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7787","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8650","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8195","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1934","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4831","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7776","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6931","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2666","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4872","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4743","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6183","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6857","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4915","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2947","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3496","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7136","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2069","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5821","Skeleton","","",NA,NA,NA,16
