"dwc.preparations","freq"
"70% alcohol",48002
"skull",842
"tissue | 70% alcohol",671
"cleared and stained",326
"95% alcohol",137
"",111
"frozen",39
"7% EtOH",15
"stub for scanning electron microscope",13
"mount",7
"skeleton | tissue",7
"C/S",3
"dry",2
"alcoholic skin | tissue",1
