"Continent","Count"
"atlantic ocean",96450
"north america",27600
"south america",12056
"pacific ocean",11239
"africa",6085
"asia",5232
"indian ocean",2920
"europe",2523
"oceania",1429
"australia",689
"antarctica",265
"atlantic?",4
"mediterranean/atl?",2
"arctic ocean",1
