"Country","Count"
"united states",6414
"ecuador",759
"mexico",375
"india",103
"kenya",97
"germany",38
"russia",38
"australia",32
"spain",30
"ukraine",17
"colombia",5
"canada",3
"brazil",2
"costa rica",2
"kazakhstan",2
"georgia",1
