"Continent","Count"
"usa",90803
"ven",6697
"bra",6238
"per",2739
"guy",715
"bol",342
"tha",313
"can",222
"pan",203
"mex",198
"pri",36
"cri",30
"ata",15
"gtm",15
"gbr",14
"pol",14
"bhs",5
"col",5
"isr",5
"rou",5
"blz",3
"bmu",2
"phl",2
"plw",2
"pry",2
"ago",1
"aus",1
"aut",1
"ecu",1
"idn",1
"lbn",1
"mhl",1
"nzl",1
"pak",1
"sen",1
