"Typestatus","Count"
"paratypes",177
"paratype",47
"holotype",45
"paratypes (paratopotypes)",38
"paratypes (paralectotypes)",8
"paratype (paratopotype)",7
"lectotype",5
"syntypes",5
"allotype",2
"syntype",2
"paratopotypes",1
"paratype (paralectotype)",1
"paratype = usnm 363172",1
"paratypes (paraneotypes)",1
"paraypes",1
"paraytpe",1
"paraytpes",1
"w085.4252o",1
"waiting for data",1
