"Continent","Count"
"north america",14177
"pacific ocean",2334
"south america",651
"asia",501
"africa",465
"oceania",278
"europe",92
"atlantic ocean",80
"arctic ocean",44
"australia",20
"indian ocean",4
"antarctica",3
