"Continent","Count"
"usa",6403
"mex",156
"can",4
"jpn",4
"pan",4
"cok",3
"ita",3
"bwa",2
"cri",2
"ecu",2
"gtm",2
"idn",2
"nam",2
"ata",1
"bhs",1
"bra",1
"mhl",1
"nld",1
"nor",1
"phl",1
"tza",1
"umi",1
