"Continent","Count"
NA,140
"ASM",20
"AUS",63
"BMU",3
"BOL",24
"BRA",30
"CAN",2
"COM",2
"CRI",416
"ECU",6
"SLV",128
"FSM",3
"FJI",64
"FIN",8
"PYF",3
"GUM",444
"GTM",291
"HND",1305
"IND",2
"JPN",29
"KWT",184
"LBR",1
"MDG",1
"MEX",350
"NZL",1
"NIC",169
"NGA",44
"MNP",257
"PAN",209
"PNG",6
"PER",111
"PHL",1
"PRI",1
"SGP",379
"ESP",357
"LKA",7
"TWN",448
"THA",2
"GBR",6
"USA",11675
"VNM",480
