"dwc.preparations","freq"
"",15
"skeleton",10
"mount",7
"Jaws",6
"skull",5
"study skin",4
"jaw",3
"Dried",2
"alcoholic",1
"bone",1
"Rostum",1
"skeleton (mounted)",1
"Skull / mandible",1
"skull and mandible",1
"Skull with mandible",1
"Teeth and Jaws",1
"tooth",1
"vertebra",1
