"Country","Count"
"united states",61937
"argentina",118
"germany",101
"canada",75
"bohemia",74
"france",55
"bolivia",37
"chile",23
"australia",22
"morocco",15
"ussr",13
"lebanon",11
"great britain",8
"madagascar",6
"china",5
"kenya",4
"austria",1
"chechoslovakia",1
"india",1
"norway",1
"peru",1
