"Collector","Count"
"gibson",19
"knight",19
"phil",19
"ramsey",19
"sa",19
"arruda",18
"bookout",18
"dan",18
"gunthorp",18
"jones",18
"mark",18
"max",18
"peckham",18
"romary",18
"taber",18
"topping",18
"ward",18
"ansley",17
"bernard",17
"burkett",17
"cavanaugh",17
"claud",17
"corwith",17
"cramer",17
"dolf",17
"green",17
"jennings",17
"kuhajda",17
"merron",17
"negus",17
"norman",17
"royal",17
"suttkus",17
"weldrick",17
"wilkinson",17
"baumgartner",16
"cochran",16
"endo",16
"erin",16
"hager",16
"jukes",16
"lang",16
"minnesota",16
"palmquist",16
"stahl",16
"stewart",16
"twente",16
"veloso",16
"willis",16
"zima",16
"brimley",15
"burr",15
"eberle",15
"gill",15
"gloshen",15
"jon",15
"kizirian",15
"lucile",15
"philip",15
"quintero",15
"rolan",15
"tomas",15
"weisel",15
"ayers",14
"bauer",14
"ben",14
"bohrer",14
"casey",14
"chesnut",14
"chris",14
"conard",14
"dickson",14
"eldredge",14
"lloyd",14
"mammoliti",14
"oregon",14
"robison",14
"switzer",14
"uhlig",14
"wallace",14
"ashton",13
"dougherty",13
"giddings",13
"hotalling",13
"hoyt",13
"kenneth",13
"kettle",13
"marque",13
"menee",13
"reid",13
"shain",13
"simmons",13
"spooner",13
"steven",13
"amerson",12
"andy",12
"ballard",12
"berger",12
"britt",12
"bufalino",12
"casciotta",12
"esser",12
"flinders",12
"hilton",12
"jorge",12
"kenaley",12
"liechti",12
"norvill",12
"paleo",12
"rambo",12
"reynolds",12
"seacat",12
"shadrack",12
"skuk",12
"sparkman",12
"ted",12
"thayer",12
"veloz",12
"vert",12
"watkins",12
"boles",11
"chorn",11
"foreman",11
"genoways",11
"hemstreet",11
"jenkins",11
"larson",11
"marcussen",11
"maret",11
"mckinney",11
"miner",11
"missouri",11
"musser",11
"neal",11
"needham",11
"neste",11
"orion",11
"raben",11
"rinker",11
"sharkness",11
"shumard",11
"starks",11
"titus",11
"whitley",11
"wiens",11
"borgia",10
"broschat",10
"foster",10
"harris",10
"hilt",10
"inslee",10
"jennifer",10
"jr",10
"marbut",10
"martyn",10
"mcneely",10
"rohwer",10
"sterns",10
"utter",10
"vlahas",10
"banarescu",9
"belcher",9
"bristow",9
"burkhead",9
"cajina",9
"caroll",9
"choate",9
"collette",9
"combes",9
"crew",9
"delisle",9
"donoho",9
"gilliland",9
"guarisco",9
"hank",9
"hildebrand",9
"hillard",9
"jacob",9
"landis",9
"liner",9
"linton",9
"mabee",9
"matt",9
"morris",9
"petru",9
"todd",9
"underhill",9
"white",9
"ashcroft",8
