"Country","Count"
"united states",99778
"canada",156
"mexico",59
"guatemala",37
"honduras",18
"belize",13
"poland",12
"kenya",6
"uganda",4
"japan",2
"russia",2
"australia",1
"bahamas",1
"brazil",1
"germany",1
"panama",1
"paraguay",1
"spain",1
