"Collector","Count"
"flynn",21
"hartt",21
"kalhimanis",21
"klawe",21
"lynn",21
"massie",21
"minn",21
"moller",21
"park",21
"river",21
"roman",21
"rougier",21
"thom",21
"ucb",21
"welton",21
"young",21
"zaca",21
"achsanuddin",20
"angler",20
"aplin",20
"baldeon",20
"burns",20
"decker",20
"doderlein",20
"f.w",20
"fautin",20
"fijian",20
"ghanem",20
"irwin",20
"j.l",20
"jarujin",20
"julie",20
"kuwaehalara",20
"landrum",20
"loi",20
"lowry",20
"mccammon",20
"naga",20
"navigation",20
"page",20
"patten",20
"prashad",20
"roy",20
"rutter",20
"sta",20
"sutherland",20
"suttkus",20
"welsh",20
"winterbottom",20
"wm",20
"b.a",19
"cannoy",19
"caol",19
"dahlstrom",19
"e.c",19
"ehrhorn",19
"elwell",19
"frost",19
"g.a",19
"gary",19
"green",19
"guppy",19
"held",19
"ivantsoff",19
"liu",19
"lutz",19
"m.l",19
"mchugh",19
"quast",19
"sylvester",19
"tyler",19
"uarumai",19
"abbott",18
"bernardi",18
"bryant",18
"by",18
"c.e",18
"costa",18
"curren",18
"dooley",18
"du",18
"feder",18
"fields",18
"g.s",18
"han",18
"ic",18
"mahadeva",18
"merron",18
"miles",18
"munz",18
"podshadley",18
"r.d",18
"rogers",18
"russell",18
"services",18
"shwe",18
"sigeo",18
"t.b",18
"yang",18
"yoshikawa",18
"banta",17
"barriga",17
"bendisen",17
"bounty",17
"buden",17
"cassin",17
"d.m",17
"dadang",17
"del",17
"gloerfelt",17
"harold",17
"hasanudin",17
"j.f",17
"jerrold",17
"jk",17
"libbey",17
"mamika",17
"mccormick",17
"mecum",17
"mendez",17
"philip",17
"rosenberg",17
"savage",17
"schaefer",17
"schideler",17
"squire",17
"strohschein",17
"sullivan",17
"ainley",16
"b.l",16
"berkeley",16
"bishop",16
"bourget",16
"brattstrom",16
"c.m",16
"calos",16
"crook",16
"daugherty",16
"day",16
"dennis",16
"dmk",16
"dunne",16
"eaton",16
"fisk",16
"ganssle",16
"gelder",16
"hartel",16
"hatchery",16
"holman",16
"jose",16
"luhat",16
"macmillan",16
"marr",16
"niyom",16
"p.j",16
"pasok",16
"ray",16
"scattergood",16
"schoepf",16
"suka",16
"w.r",16
"watson",16
"weisel",16
"wigham",16
"wright",16
"b.h",15
"bashford",15
"bay",15
"benson",15
"brink",15
"buettner",15
"bur",15
"c.i",15
"ca",15
"cal",15
"carlos",15
"chang",15
"chas",15
"children",15
"collection",15
"d.b",15
"d.r",15
"eddy",15
"fishery",15
"four",15
"gill",15
"greger",15
"gregor",15
"helen",15
"hoese",15
"holland",15
"huddleston",15
"iversen",15
"jan",15
"jv",15
"kenzi",15
"l.m",15
"lindbergh",15
"minnesota",15
"montillo",15
"muna",15
"mya",15
"noaa",15
"p.s",15
"peter",15
"reeder",15
"ribeiro",15
"sabado",15
"san",15
"schene",15
"spoor",15
"stevens",15
"than",15
"tun",15
"vestal",15
"village",15
"alex",14
"andré",14
"bob",14
"c.f",14
"coatsworth",14
"dinsmore",14
"donohoe",14
"eberhardt",14
"edwin",14
"frederick",14
"gavilesia",14
"gerstung",14
"ghiselin",14
"j.c",14
"jeffrey",14
"kapingans",14
"lindeman",14
"lobel",14
"m.t",14
"mackey",14
"miami",14
"mounts",14
"pam",14
"pawson",14
"pedro",14
"r.m",14
"radovich",14
"received",14
"res",14
"rivas",14
"rivers",14
"rock",14
"ruth",14
"schellenberg",14
"scovell",14
"sosc",14
"tan",14
"thornblad",14
"uaf",14
"utinomi",14
"vert",14
"villagers",14
"vinnikov",14
"wade",14
"weber",14
"wicksten",14
"williamson",14
"arimitsu",13
"arnold",13
"beamish",13
"bigelow",13
"boy",13
"british",13
"bvf",13
"calcofi",13
"commerical",13
"connolly",13
"crosby",13
"dave",13
"drabich",13
"emery",13
"esp",13
"exp",13
"family",13
"fry",13
"hired",13
"j.mizeu",13
"june",13
"kanekawa",13
"kask",13
"laurence",13
"mangyan",13
"maslin",13
"mortenthaler",13
"n.b",13
"nina",13
"noble",13
"osamu",13
"paxton",13
"peters",13
"probably",13
"reynolds",13
"richards",13
"robinson",13
"sio",13
"st",13
"sutton",13
"the",13
"tsuruoka",13
"tumnoon",13
"wernham",13
"agency",12
"aho",12
"alan",12
"andy",12
"arofomar",12
"bane",12
"barnhart",12
"bc",12
"bell",12
"bennett",12
"broad",12
"c.r",12
"c.s.i.r",12
"chaiyos",12
"coffin",12
"csiro",12
"dawson",12
"delgado",12
"dfo",12
"diego",12
"dockins",12
"dodge",12
"e.a",12
"edith",12
"epa",12
"f.s",12
"ferguson",12
"g.f",12
"gried",12
"harding",12
"henshall",12
"hestorff",12
"hinton",12
"iattc",12
"islam",12
"lewis",12
"lucas",12
"m.z",12
"maugé",12
"mayer",12
"medina",12
"monterey",12
"murdock",12
"nanaimo",12
"ohio",12
"purchased",12
"r.w",12
"s.a",12
"schroeder",12
"sefton",12
"sr",12
"stet",12
"sydney",12
"tavil",12
"thien",12
"u.c",12
"um",12
"villager",12
"wetriliar",12
"yolibul",12
"a.a",11
"acad",11
"agassiz",11
"asanee",11
"belesoch",11
"best",11
"beumert",11
"bong",11
"bruwelheide",11
"bunnell",11
"burmese",11
"chadwick",11
"corporation",11
"deckert",11
"economic",11
"etc",11
"fricke",11
"g.c",11
"genter",11
"govoni",11
"h.b",11
"hilda",11
"hiroshi",11
"i.e",11
"keen",11
"kottelat",11
"l.p",11
"lance",11
"likik",11
"lockley",11
"lt",11
"m.dodiek",11
"maru",11
"mike",11
"mitchell",11
"mr",11
"ota",11
"perkins",11
"phouthalom",11
"plus",11
"reconn",11
"roger",11
"s.w",11
"salazar",11
"schuyler",11
"semet",11
"sound",11
"south",11
"station",11
"sterling",11
"stonehouse",11
"struhsaker",11
"swan",11
"tharratt",11
"thein",11
"urrutia",11
"w.b",11
"walt",11
"work",11
"yatsu",11
"ackiss",10
"ann",10
"beesom",10
"berman",10
"browning",10
"cahuantico",10
"coles",10
"cong",10
"cr",10
"culp",10
"dan",10
"e.d",10
"e.r",10
"edenfield",10
"edesomel",10
"estesley",10
"f.a",10
"greer",10
"gregory",10
"h.l",10
"h.s",10
"herman",10
"hermana",10
"hicks",10
"hui",10
"hunter's",10
"iii",10
"indiana",10
"iwamatsu",10
"jackson",10
"jao",10
"kates",10
"king",10
"kore",10
"kvernevik",10
"l.j.v",10
"labounty",10
"leviton",10
"loiselle",10
"louis",10
"mago",10
"mckaye",10
"mckee",10
"mcnair",10
"monson",10
"neil",10
"net",10
"norman",10
"orr",10
"our",10
"p.m",10
"p.w",10
"plata",10
"plum",10
"prescott",10
"protection",10
"rec'd",10
"reser",10
"residents",10
"rich",10
"ritter",10
"rudloe",10
"sagehen",10
"sci",10
"testori",10
"uwa",10
"w.h",10
"wiggins",10
"wild",10
"with",10
"yamaguchi",10
"a.g",9
"agric",9
"alas",9
"ana",9
"arnheim",9
"basket",9
"bates",9
"baxter",9
"berla",9
"breeze",9
