"Waterbody","Count"
"tano river",3
"tawau river",3
"tippecanoe river",3
"titunod r.",3
"tone river",3
"trinidad r.",3
"tule lake",3
"van duzen cr.",3
"wabash r.",3
"walker lake",3
"walnut creek",3
"watanga river",3
"willamette river",3
"willis creek",3
"willow creek",3
"wolf creek & big creek",3
"wolk lake",3
"yodo river drainage",3
"yuba river",3
"'kern lake'",2
"(laccadive sea)",2
"(manila bay)",2
"abojle stream",2
"achelles bay",2
"agua quente",2
"agus r. drainage",2
"aklamador creek",2
"alabama r. basin",2
"alabama r. drainage",2
"alameda creek",2
"alamo river",2
"ampiyacu r.",2
"anaheim bay",2
"andaman sea",2
"aneiva bay (=zaliv aniva ?)",2
"aripo river",2
"arkansas r. basin; poteau r.",2
"arroyo el zacatel",2
"arun river",2
"au sable river ?",2
"bahia almeja",2
"bahia concepcion",2
"bahia matanchen",2
"barnes creek",2
"barrett lake",2
"batangas bay",2
"bay of nhatrang",2
"bay river",2
"bayou du chien",2
"bear lakes",2
"bear's head river",2
"beaufort harbor",2
"beaver head river",2
"beaverly cr.",2
"bering sea?",2
"bettotan r.",2
"bia r.",2
"big r.",2
"big sur r.",2
"bikui (lokunge) r.",2
"bikui (lokunje) r.",2
"bikui (lokunje) r. basin; bikui (lokunje) r.",2
"bimlaptam lagoon",2
"birkenhead r.",2
"biwa ko?",2
"bixby cr.",2
"black r.",2
"black volta river",2
"blind cr. #2",2
"blount springs",2
"blue river",2
"blue springs",2
"brasenia pond",2
"brisbane bay",2
"broadway pier",2
"buffalo creek",2
"buffalo lake",2
"burnaby deer lake",2
"butano creek",2
"buton (=butung) strait",2
"cape fear r.",2
"cape san lucas",2
"caribbean",2
"carter pond",2
"cedar key",2
"cedar r.",2
"chanderoh dam",2
"chenge r. basin; kribi r.",2
"cherry creek",2
"chewaucan r.",2
"chewaueala r.",2
"cheyenne river",2
"clinch river",2
"coeur d'alene lake",2
"collair lake",2
"columbia r. basin; mink cr.",2
"columbia r. basin; warm springs cr.",2
"columbia r. basin; willamette r.",2
"columbia r. system; umatilla r.",2
"columbia river system; small slough",2
"colville lake",2
"comanche springs",2
"congo r. basin",2
"conn cr.",2
"coogee bay",2
"copper r. basin; fish cr.",2
"copper r. basin; suslota lake",2
"corrego dos bichinos",2
"cox lake",2
"coyote bay",2
"culiacan r.",2
"cuyamaca lake",2
"daiko r.",2
"daito r.",2
"dakusui r.",2
"damgarh river",2
"davis mill creek",2
"demerara r. basin; demerara river",2
"denny's river",2
"des moines r.",2
"drainage: (great bear lake); great bear r.",2
"drainage: arroyo seco creek",2
"drainage: bay of bengal; hugli river",2
"drainage: chikaskia river; tributary, chikaskia river",2
"drainage: coos river",2
"drainage: essequibo?",2
"drainage: irrawaddy delta",2
"drainage: james river",2
"drainage: jelai river",2
"drainage: lake volta; volta r.",2
"drainage: nile river",2
"drainage: northeastern atlantic",2
"drainage: ntem or campo r. syst.; mfiande & seng rivs.",2
"drainage: owens r.",2
"drainage: r. atabapo",2
"drainage: r. bravo (=grande); rio chihuahua",2
"drainage: r. grande de santiago; r. lerma",2
"drainage: r. orinoco-guaviare; r. guayabero",2
"drainage: r. soto la marina; rio de purificacion",2
"drainage: rio de la plata ?",2
"drainage: rio grande (=rio bravo)",2
"drainage: rio grande de santiago",2
"drainage: rio grande de santiago; small stream",2
"drainage: rio panuco; rio valles",2
"drainage: santa ana r.",2
"drainage: silvies river",2
"drainage: sinu; betanci",2
"drainage: sisquoc creek",2
"drainage: southeast atlantic",2
"drainage: susquehanna river",2
"drainage: suwanee river",2
"drainage: trinity river",2
"drainage: walla walla r.",2
"drainage: white r.",2
"drainage: willamette r.",2
"drainage: willow cr.",2
"drake's creek",2
"drakes bay",2
"duck river",2
"eagle r.",2
"east marania r.",2
"elbe r.",2
"elbow lake",2
"elizabeth bay",2
"elm fork creek",2
"emanuel creek",2
"ensenada harbor",2
"essequibo r. basin; essequibo river",2
"essequibo r. basin; konawaruk pool",2
"essequibo r. basin; shrimp creek",2
"estero de la punta banda",2
"etowah river",2
"eureka springs, white river",2
"fall cr. & jenny cr.",2
"farmington river",2
"firesteel creek",2
"friant bass ponds",2
"fubsan river system; lake naujan",2
"ganges river",2
"ganges river delta",2
"garcia river",2
"gazos cr.",2
"george's r.",2
"glorietta bay",2
"gogebic lake",2
"golden trout (volcano) cr.",2
"goose lake",2
"grand plains bayou",2
"green lake, maine",2
"gulf of maine",2
"gulf of tatary",2
"gulf of the farallones",2
"gum gum r.",2
"gunnamatta bay",2
"hangman's creek",2
"haro strait",2
"hauraki gulf",2
"hawkesbury river",2
"hija r.",2
"hoaglin creek",2
"hol's river",2
"horton's creek",2
"hudson r.",2
"i.n. creek",2
"independencia bay",2
"indiana creek",2
"iriru pass",2
"irrawaddy drainage",2
"isabel creek",2
"iwayama bay",2
"jones creek",2
"jordan r.",2
"josh r.",2
"kanko river",2
"kara sea",2
"karta bay",2
"kelsey creek",2
"kentucky river",2
"kern r. basin; lake culver",2
"kern r. basin; whitney creek (=volcano cr.)",2
"kigawa river",2
"kilper's pond",2
"klamath r. estuary",2
"kodaikanal lake",2
"kribi r. basin",2
"kribi riv.",2
"l. anza",2
"l. grande",2
"la paz bay",2
"lago de chalco",2
"lago de patzcuaro",2
"lago de zirahuen",2
"lago grande",2
"lago titicaca",2
"lago valencia",2
"lagoa santa",2
"lagoona creek",2
"laguna de la mina preciosa",2
"laguna grande",2
"laguna la canoa",2
"laguna scammon",2
"lagunitas cr.",2
"lake anza",2
"lake bato",2
"lake chini",2
"lake creek",2
"lake extremoz",2
"lake hawea",2
"lake illawara",2
"lake itasca",2
"lake manguao",2
"lake maxinkuckee",2
"lake monroe",2
"lake union",2
"lake winnemucca",2
"lake winnipeg",2
"lakes entrance",2
"laoag r.",2
"lily pad lake",2
"limestone inlet",2
"limpia creek",2
"little colorado river",2
"little rock creek",2
"lobi r. system; tingi r.",2
"lolima r.",2
"long lake",2
"lost r.",2
"lower amazon",2
"lower colorado river",2
"lower crystal springs lake",2
"lower r. amazonas",2
"lower twin lakes",2
"mad r. basin; maple cr.",2
"magdalena r. basin",2
"malatgaw r.",2
"maniyari river",2
"manzanillo bay",2
"map cr.",2
"maple creek",2
"mark west creek",2
"mbureta r.",2
"mckenzie r.",2
"mckenzie r. delta",2
"medicine lake",2
"melpomene cove",2
"meng river system",2
"mentiga r.",2
"mfiande and seng rivers",2
"middle creek",2
"middle fork yuba r.",2
"mill cr.",2
"milne bay",2
"minnechaduza creek",2
"mississippi backwater",2
"mississippi basin; white river tributaries",2
"mississippi r. basin; chariton r.",2
"mississippi r. basin; st. francis r.",2
"mississippi r. system; spring creek",2
"mississippi r. system; sturgeon creek",2
"mississippi river system; james river",2
"missouri r. basin; prairie cr.",2
"mohave r. basin; mohave r.",2
"mole harbor",2
"mono lake ?",2
"monterey bay, cal.",2
"monterey harbor",2
"montgomery swamp",2
"morrison bay",2
"mozambique channel",2
"mud creek",2
"murdakhari bay",2
"mutsu bay",2
"mvila r. basin",2
"naches r.",2
"nakagawa creek",2
"naknek r.",2
"nasel r.",2
"natches river",2
"naujan river",2
"navarro r.",2
"neosko river",2
"neuse r.",2
"newaukum r.",2
"newaukum river",2
"newport harbor",2
"no name creek",2
"norfolk creek",2
"north canadian river",2
"north fork feather r.",2
"noyo r.",2
"ntem or campo r. system; mfiande & seng r.",2
"ntem r. system; mvila r.",2
"ntem r. system?; loo r.",2
"ntem river drainage; mvase river",2
"nyong river system; nyong river",2
"o'malley river",2
"obion creek",2
"ongwa river",2
"orinoco r. basin; cano biruaca",2
"orinoco r. basin; rio meta basin",2
"ouachita river",2
"pahang r.",2
"palo duro creek",2
"palouse river",2
"paseg r.",2
"pataha river",2
"pelican bay",2
"pensacola bay",2
"perak r. basin; perak r.",2
"phantom lake",2
"pilarcitos creek",2
"pine creek",2
"ping yang river",2
"pitman's creek",2
"pitt/sacramento basin; fall r.",2
"platte river",2
"portage cr.",2
"poteau r.",2
"pra river",2
"provo r. basin; wilson spring",2
"quebrada goagira",2
"quesnel dam",2
"r. abudi",2
"r. amazonas basin; gosulimacocha",2
"r. amazonas basin; maripicru cr.",2
"r. amazonas basin; r. alto maranon",2
"r. amazonas basin; r. chanchomayo",2
"r. amazonas basin; r. paranapura",2
"r. amazonas basin; r. ucayali",2
"r. apatlaco",2
"r. arges",2
"r. axtla drainage; r. tonquilin",2
"r. balsas basin; r. cuautla",2
"r. balsas basin; r. ixtla",2
"r. barcau (=beretau)",2
"r. blanco",2
"r. blanco basin; r. muluate",2
"r. blanco basin; r. toachi",2
"r. cucuhaque",2
"r. cumboto",2
"r. del pinar",2
"r. florida",2
"r. grande (bravo) basin; r. pilon",2
"r. gris",2
"r. guaire",2
"r. guataparo",2
"r. guaviare",2
"r. iguacu (iguassu,iguazu)",2
"r. itabapoana",2
"r. mariara",2
"r. milcov",2
"r. mitare",2
"r. motilones",2
"r. negro basin ; lago do aleixo",2
"r. panuco basin",2
"r. panuco basin; r. tamesoee",2
"r. panuco basin?",2
"r. paraiba do sul",2
"r. parana basin ; r. grande",2
"r. paye",2
"r. pequeni",2
"r. portuguesa drainage",2
"r. presidio",2
"r. presidio basin; r. presidio (r. de mazatlan)",2
"r. quelite",2
"r. salado de tostado",2
"r. salinas",2
"r. san fernando basin; r. camacho or r. pabillo",2
"r. san geronimo",2
"r. sonora",2
"r. tequisistlan",2
"r. tocantins basin; corrego lambari",2
"r. tocantins basin; lago do mirante",2
"r. tocantins basin; sarandi brook",2
"rambler channel",2
"rappahannock r.",2
"red sea",2
"redwood cr.",2
"reed creek",2
"republican river",2
"rice lake",2
"rio arroyo",2
"rio bayamon",2
"rio blanco",2
"rio chagres",2
"rio grande basin; rio grande",2
"rio lamposas",2
"rio magdalena",2
"rio mayoruna",2
"rio motzorongo",2
"rio negro",2
"rio petrohue basin; lago todos santos",2
"rio pilon",2
"rio san juan",2
"rio san pedro basin; rio mezquital",2
"rio santa cruz",2
"rio sordo",2
"rio taco-taco",2
"ritti river",2
"river plus",2
"rock creek",2
"rock r.",2
"rockcastle river",2
"rogue r. system",2
"roundlick creek",2
"sabine river",2
"sac r.",2
"sacramento river system; mccloud river",2
"sadong r.",2
"samawang r.",2
"san benito creek",2
"san gregorio creek",2
"san juan lagoon",2
"san juanico bay",2
"san lorenzo creek",2
"san lorenzo r.",2
"san lorenzo river",2
"san luis rey river",2
"san pedro bay",2
"santa ana r. basin; santa ana r.",2
"santa fe r.",2
"santa rosa cr.",2
"saratoga springs",2
"saskatchewan r. system; swiftcurrent cr.",2
"sass lake",2
"scott cr.",2
"scott river",2
"scott's cr.",2
"sea of pinang",2
"searsville lake",2
"seine r. basin",2
"seine river",2
"seminole springs",2
"sevier r. basin; mammoth cr.",2
"shari river",2
"shell rock river",2
"sheonath river",2
"sikuk r.",2
"silver creek",2
"silver lake",2
"sims bayou",2
"sinigpit river",2
"sixes r.",2
"skookenchuck creek",2
"skookumchuck creek",2
"skookumchuck river",2
"slocum inlet",2
"smith cr.",2
"smith river",2
"smyth channel",2
"soldier creek",2
"south loup river",2
"south umpqua r.",2
"south umpqua river",2
"spring",2
"squaw creek",2
"squaw river",2
"st. lawrence basin; bay of quinte",2
"st. lawrence basin; lake erie",2
"stanley bay",2
"stones river",2
"stony creek",2
"strait of georgia",2
"strait of malacca",2
"straits of magellan",2
"sullivan bay",2
"susan creek",2
"susitna r. basin",2
"susitna r. basin; judd lake",2
"susitna r. basin; lake alexander",2
"sweetwater creek",2
"taal lake",2
"tahoe/truckee r. basin; lake tahoe",2
"tama r. basin",2
"tamagawa r. basin; tamagawa r.",2
"tamusui river",2
"tar r.",2
"tarogin r.",2
"tasman sea?",2
"tawau r.",2
"telon riv.",2
"ten mile river",2
"tevare channel",2
"thurloe bay",2
"tippecanoe r.",2
"tobo river",2
"trask r.",2
"trout creek",2
"tsugaru wan",2
"tuckerstown bay",2
"tugly r.",2
"umsinduzi river",2
"upper blue lake",2
"upper indus river",2
"vermillion r.",2
"volta r. basin; lower volta r.",2
"wangag river",2
"warner creek",2
"washita river",2
"waterfall stream",2
"west r.",2
"western port bay",2
"white clay creek",2
"white nile",2
"willow cr.",2
"wood river (lake aleknagik)",2
"wyatt creek",2
"yoyo river",2
"ysabel creek",2
"yuba r.",2
"zaire r. system; stanley pool",2
"zumbro river",2
"'fukien sea'",1
"'lac  du balienieres'",1
"'lembeh strait'",1
"'matsushima bay'",1
"'menam nan system'; 'klong borapet'",1
"'menam nan'",1
"'sikuk river'",1
"'thale noi'",1
"'tsiltcoos river'",1
"(freshwater)",1
"1/2 moon bay",1
"14 mile creek",1
"20' below hot spring outbreak",1
"[ensenada de] matenchen",1
"abra r. system",1
"abra river",1
"adobe cr.",1
"adriatic  sea",1
"aetna springs",1
"afognak lake",1
"afram river",1
"agania river",1
"agno r.",1
"agus river",1
"aklamador cr.",1
"alabama r. basin; north r.",1
"alabama river system; black warrior river",1
"albany brook",1
"albany creek",1
"albany river",1
"albert bay",1
"alder creek",1
"alexander lake",1
"algodones lagoon",1
"almendares river",1
"altamaha basin; oconee r.",1
"amazon",1
"ampang r.",1
"ana river",1
"anan cr.",1
"angelina river",1
"anglaize river",1
"anglesca r.",1
"angora lake",1
"ankasa r.",1
"ankobra river",1
"apopogonan river",1
"aptos creek",1
"apure laguna",1
"archagoil bay",1
"arkansas river",1
"arroyo comajo",1
"aruka river",1
"arun r.",1
"ash creek",1
"astillero mazatlan",1
"ataliklikun bay",1
"atchafalaya river",1
"atewoe creek",1
"athi r. system; mbagatha r.",1
"atlantic cr.",1
"atliklikun bay",1
"atlin lake",1
"auckland harbor",1
"auglaize r.",1
"auto river",1
"baco river",1
"bahia almejas",1
"bahia chamela",1
"bahia de la concepcion",1
"bahia de magdalena",1
"bahia descanso",1
"bahia la paz",1
"bahia magdalenania",1
"bahia matauchen",1
"bahia panama",1
"bahia san luis gonzaga",1
"bahia santa elena",1
"baia funchal",1
"baily creek",1
"ballenas bay",1
"banang river",1
"banay r.",1
"bangpakong river",1
"bangtoli river",1
"bani creek",1
"bankoro river",1
"banners creek",1
"baras r.",1
"barents sea",1
"barnes sound",1
"barren fork creek",1
"barren river",1
"barstara bay",1
"bart lake",1
"bass river",1
"bass strait",1
"batavia bay",1
"bay of aomori",1
"bay of genoa",1
"bay of tokyo",1
"bayou carrizo",1
"beanblossom cr.",1
"bear cut",1
"bear island lake",1
"bear r. basin",1
"beaverhead r.",1
"bechers bay",1
"belgian congo river system",1
"bellavista river",1
"bering strait",1
"big barren creek",1
"big barren r.",1
"big barron river",1
"big catawba river",1
"big cr.",1
"big pigeon river",1
"big prairie creek",1
"big sioux r.",1
"bikui (lokunje) r. basin; bikui r.",1
"binang r.",1
"birch lake",1
"biscayne bay",1
"black fork creek",1
"black lake",1
"black r. basin",1
"black river",1
"black rock spring river",1
"black warrior creek",1
"blackwater river",1
"blackwood cr.",1
"blue creek",1
"blue springs creek",1
"bluff bay",1
"bo hai",1
"boat bay",1
"boca de aroa",1
"bogue falaya river",1
"bohuslan",1
"boise river",1
"bokhara falls",1
"bokudo stream",1
"boqueron bay",1
"borapet swamp",1
"boyer creek",1
"boyer r.",1
"boyer river",1
"brandywine creek",1
"braxilito bay",1
"bricken spring",1
"bridge creek",1
"bristol bay drainage; naknek r.",1
"broken bay",1
"brook viera",1
"buck cr.",1
"bull creek",1
"buluan river system?; buluan river?",1
"burakan r.",1
"buran r.",1
"burrard inlet",1
"butuan bay",1
"calapooia r.",1
"calapooya r.",1
"calapovia river",1
"calero reservoir",1
"callapooya creek",1
"camas slough",1
"campo riv. system; chenge river",1
"canada river",1
"cano grande",1
"cape bolinao",1
"cape flattery",1
"card sound",1
"card's sound",1
"caribbean sea?",1
"carlisle bay",1
"carp ponds",1
"cascade creek,cumberland river",1
"cass lake",1
"catawba river",1
"cauvery r. drainage; moyar river",1
"cayoosh cr.",1
"chama bay",1
"chamberlain lake",1
"chame bay",1
"channel mausleal lake",1
"chapique bay",1
"chari-logone r. system",1
"chariton river",1
"charleston bay",1
"cheat r.",1
"chehalis r. basin",1
"chehalis r. basin; skookumchuck r.",1
"chekalis cr.",1
"chernofski bay",1
"chestnut creek",1
"cheyenne falls",1
"chickamauga creek",1
"chipegua bay",1
"chocalo creek",1
"choshi river",1
"choteau creek",1
"christiania fjord",1
"christina water system",1
"chukchi sea",1
"chuzenji ko",1
"clarence river",1
"clarence strait, gulf of alas.",1
"clear boggy river",1
"clear creek, ky",1
"clearwater r.",1
"clifty creek",1
"coeur d'alene",1
"coleman canyon creek",1
"colorado r. basin; pacific cr.",1
"colorado r. drainage; uncompahgre r.",1
"colorado river drainage; colorado river",1
"columbia r. basin",1
"columbia r. basin; wood r.",1
"columbia river drainage",1
"congo (zaire) r. basin; congo r.",1
"congo basin, loki river",1
"congo r.",1
"congo river drainage",1
"cook strait",1
"coon cr.",1
"coon creek",1
"copper mountain creek",1
"copper r. basin; fish creek",1
"copper r. basin; indian cr.",1
"copper r. basin; tebay lake",1
"coquille river",1
"corduroy creek",1
"corrego lambari",1
"cowlitz river",1
"creek battor",1
"crescent lake drainage; tanner cr.",1
"crooked lake",1
"culebro creek",1
"cumberland r. drainage; caney r.",1
"cumberland sound",1
"daguitan river",1
"dainansho",1
"daiya r.",1
"dal lake",1
"dam 16",1
"danube basin; ialomitza river",1
"danube basin; timis river",1
"danube r. basin; lake caraorman",1
"danube river delta",1
"davis bay",1
"dayi r. basin",1
"del river",1
"delaware creek",1
"delaware r.",1
"demarara r.",1
"demerara r.",1
"demerara r. basin; mud creek",1
"demerara r. basin; small pond",1
"deming lake",1
"denny river",1
"diamond lake",1
"dickinson's bayou",1
"diep r.",1
"dongting hu",1
"drainage: alligator river",1
"drainage: amazon",1
"drainage: bay of bengal",1
"drainage: bay of bengal; hugli r.",1
"drainage: bear river",1
"drainage: black r.",1
"drainage: black warrior river",1
"drainage: buffalo bayou",1
"drainage: casiquiare / orinoco",1
"drainage: casiquiare river",1
"drainage: chatahoochee river",1
"drainage: colorado river",1
"drainage: columbia r.; little wood r.",1
"drainage: colville r.",1
"drainage: congo r. sys.; lobo river",1
"drainage: curamuni r.",1
"drainage: dismal swamp/elizabeth r",1
"drainage: e. carson river",1
"drainage: elk river; tributary, elk river",1
"drainage: essequibo ?; rio rupununi ?",1
"drainage: gila river",1
"drainage: guadalupe creek",1
"drainage: gulf of siam; waterfall stream",1
"drainage: his r.",1
"drainage: hsi province",1
"drainage: hsi r.",1
"drainage: humboldt r.",1
"drainage: kabili r.",1
"drainage: karluk lake; thumb river",1
"drainage: krishna",1
"drainage: kurau river",1
"drainage: la merced, rio chanchamayo",1
"drainage: lago valencia",1
"drainage: laguna mar chiquita",1
"drainage: lake naujan; mamboc river",1
"drainage: little spokane r.",1
"drainage: lockland; mill creek",1
"drainage: logone river",1
"drainage: maumee river",1
"drainage: mekong r.",1
"drainage: mississippi river; sloughs of mississippi",1
"drainage: mobile/tensaw rivers",1
"drainage: monterey bay; elkhorn slough",1
"drainage: muar river",1
"drainage: north fork pitt r.; joseph creek",1
"drainage: ntem or campo river sys.; mfiande and seng rivers",1
"drainage: ogeechee river",1
"drainage: pahang river",1
"drainage: papaloapan; rio de papaloapan",1
"drainage: parana/de la plata",1
"drainage: parana/de la plata; laguna oca",1
"drainage: parana/de la plata; lake",1
"drainage: parana/de la plata; rio iguacu (=iguazu)",1
"drainage: parana/la plata; rio paraguay",1
"drainage: pechelin; pechelin",1
"drainage: pee dee river (?)",1
"drainage: pontian besar river",1
"drainage: potomac county",1
"drainage: potomac river",1
"drainage: r. grande de santiago; lago de chapala",1
"drainage: r. grande de santiago; rio lerma",1
"drainage: r. grande de santiago; rio verde de aguascalientes",1
"drainage: r. grande de santiago; trib. of r. verde & small lake",1
"drainage: rappahannock river; carter's creek",1
"drainage: rillito creek",1
"drainage: rio brazos",1
"drainage: rio grande (=bravo); el ojo de la hacienda dolores",1
"drainage: rio grande (=bravo); el ojo de san gregorio",1
"drainage: rio grande (=r. bravo); rio salado",1
"drainage: rio grande (=rio bravo); rio pilon",1
"drainage: rio guayas",1
"drainage: rio motatan",1
"drainage: rio paito to rio pac.",1
"drainage: rio san pedro",1
"drainage: rio santa cruz",1
"drainage: rio sinu ??; canalete",1
"drainage: rio sinu; chilbogado",1
"drainage: rio sinu; rio sinu",1
"drainage: rio una; rio una",1
"drainage: rio velhas",1
"drainage: rio yaqui",1
"drainage: rock river",1
"drainage: san antonio river",1
"drainage: santa clara river",1
"drainage: sedili river",1
"drainage: silver creek",1
"drainage: sinu; brook lorenzo",1
"drainage: sinu; chilbogado",1
"drainage: st. croix river; at mouth of sunrise river",1
"drainage: st. john's river (?)",1
"drainage: suruga wan; fuji river",1
"drainage: suwanee river (?)",1
"drainage: taiko r.",1
"drainage: thompson river; kamloops lake",1
"drainage: trinity river; tributary",1
"drainage: truckee river",1
"drainage: umatilla r.",1
"drainage: yukon r.",1
"drainage: zaire r.",1
"drake's bay",1
"dry spruce bay",1
"duncan's creek",1
"durban",1
"duxbury reef",1
"eagle lake drainage; pine cr.",1
"eagle lakes",1
"echo bay",1
"eden",1
"eeel river",1
"eel r. basin; price cr.",1
"eel r. basin; tyler cr.",1
"eel r. system",1
"elkhorn r.",1
"english bay",1
"ensenada de cajon",1
"esmeraldas r. basin",1
"esmeraldas r. basin; r. nanegal",1
"essequibo r. basin; arakwai creek",1
"essequibo r. basin; kumaro creek pool",1
"essequibo r. basin; potaro river",1
"essequibo r. basin; upper potaro river",1
"estero carrizal",1
"eureka springs, ark.",1
"exico",1
"fall r.",1
"fandango creek",1
"feather river",1
"felt lake",1
"fish lake",1
"fispond at nucet",1
"five-mile creek",1
"flag lake",1
"flat head lake",1
"florence lake",1
"flores creek",1
"flores sea",1
"florida straits",1
"floyd r.",1
"floyd river",1
"forest pond",1
"fortescu bay",1
"fox river",1
"fraser r.",1
"frazer r. basin; kamloops lake",1
"frazier r.",1
"fresh water",1
"fresh water lake",1
"fresh water pool",1
"fresh water stream",1
"freshwater brook",1
"freshwater streams",1
"frost gully brook",1
"frostgully brook",1
"fu river",1
"fulton creek",1
"fung hwa river",1
"galveston bay drainage; sims bayou",1
"ganges r. basin",1
"ganges r. drainage; hooghly (hugli) r.",1
"garcia r.",1
"garden cove",1
"gasparilla bay",1
"gassus creek",1
"gazos creek",1
"geelvink bay",1
"george's river",1
"gibbon r.",1
"gold lake",1
"golfo de california?",1
"golfo de campeche",1
"golfo de san jorge",1
"golfo dulce",1
"goodyear creek",1
"grand lake stream",1
"grand r.",1
"gravesend bay",1
"gray's creek",1
"great bras d'or",1
"great dismal swamp",1
"grebe lake",1
"green creek",1
"green r. basin; styx r.",1
"green springs",1
"green turtle cay",1
"griffith creek",1
"guadalupe r. basin; san marcos r.",1
"guaymas river",1
"gulf of califonia",1
"gulf of california (sonora)",1
"gulf of genoa",1
"gulf of leyte",1
"gulf of lion",1
"gulf of mexico/ tarpon bay",1
"gulf of paria",1
"gulf of st. lawrence",1
"gurua r.",1
"hab river",1
"hanalei bay",1
"hanamatha vanka cr.",1
"hangman creek",1
"harbor",1
"harrington sound",1
"harris r.",1
"harrison lake",1
"harrison river",1
"hasselborg lake",1
"hatchet cr.",1
"hawkesbury r.",1
"hawkesbury river basin",1
"haya r.",1
"hazer golu",1
"hecate straits",1
"herendeen bay",1
"herendun bay",1
"heta lake drainage",1
"highland & deer creeks",1
"hilo bay",1
"hine's creek",1
"hines' and bull run creek",1
"hiuchi nada",1
"holstein r.",1
"hooghly (hugli) r.",1
"houmeck bay",1
"howard cr.",1
"hundred & two river",1
"hungry bay",1
"ibi river",1
"idzu sea",1
"indawgyi lake",1
"indian cr.",1
"inle lake",1
"iowa r.",1
"irish creek",1
"irrawaddy r. basin; indawgyi lake",1
"ise bay",1
"island bay",1
"islay cr.",1
"isthmus cove",1
"iwai river",1
"jackson creek",1
"jackson pond",1
"james r.",1
"java sea",1
"jhelum r.",1
"john's r.",1
"johnson cr.",1
"josh creek",1
"jusan ko",1
"jutahy r.",1
"kabacan r.",1
"kabili riv.",1
"kaiwa channel",1
"kalakahtyrka river",1
"kalamazoo river",1
"kalapa r.",1
"kamo river",1
"kanawha r.",1
"kangra stream",1
"karig malan creek",1
"kattegat strait",1
"kaweah r.",1
"kealaikahihi channel",1
"kelang r. basin",1
"kenai r. basin; ptarmigan lake",1
"kern r. basin; golden trout (volcano) cr.",1
"kern r. basin; golden trout creek",1
"kern r. basin; little kern r.",1
"kern river basin; lake culver",1
"kern river basin; soda creek",1
"ketchikan lake",1
"ketit r.",1
"kichi river",1
"kii r.",1
"kinabatangan river",1
"king george sound",1
"king's river",1
"kings r.",1
"kinu river",1
"kitakami r.",1
"kitakami river",1
"kiyawa r.",1
"klaasjagers river",1
"klamath r. basin; lost r.",1
"klamath r. basin; scott r.",1
"klaskamine r.",1
"koajiro bay",1
"koejaboe r.",1
"kominato river",1
"kondor r.",1
"kootenay lake drainage; satica cr.",1
"kranji river",1
"kribi r. system; nko'olong r.",1
"kribi river system; kribi river",1
"kuching r.",1
"kumano sea",1
"kuro shiwo (=black current)",1
"l. crescent",1
"l. cunningham",1
"l. marica",1
"l. maximo",1
"l. miami r.",1
"l. sentani",1
"la paz harbor",1
"la plata river",1
"lady lucy beach",1
"lago de chalco & canals",1
"lago furucui",1
"lago texcoco",1
"lagoa do papicii",1
"lagonoy gulf",1
"lagoon",1
"laguna castellano",1
"laguna coyuca",1
"laguna de chapala",1
"laguna de coyuca",1
"laguna de tisma",1
"lagunita creek",1
"lake albert",1
"lake alchichia (alchichica??)",1
"lake amatitlan",1
"lake andrew",1
"lake apoyo",1
"lake bihar",1
"lake borgne",1
"lake champlain",1
"lake chapala",1
"lake chine",1
"lake coeur d'alene",1
"lake cuyamaca",1
"lake danaudiatas",1
"lake draggan",1
"lake dunarca-veche",1
"lake hak",1
"lake harney",1
"lake holstein",1
"lake hulch",1
"lake james",1
"lake jessup",1
"lake karluk",1
"lake kasumigaura",1
"lake kawaguchi",1
"lake kioga",1
"lake lindu",1
"lake linka",1
"lake managua",1
"lake merced",1
"lake naivasha",1
"lake panamao",1
"lake posso (=danau poso ?)",1
"lake quecholac",1
"lake rachel",1
"lake siit",1
"lake temiscanata",1
"lake tiherias",1
"lake togo",1
"lake tota (boyaca)",1
"lake toyama",1
"lake uyaan",1
"lake valencia",1
"lake warbegone",1
"lake weir",1
"lake whatcom",1
"lake yamanaka",1
"lake yogo",1
"lalo cr.",1
"lapid lapid river",1
"large bay",1
"large irrigation ditch",1
"laulau bahia",1
"laut (=lake) tawar",1
"lerma r. basin; l. zempoula/l. texcoco",1
"liddell cr.",1
"lily lake",1
"lingi riv.",1
"lit. hatchet creek",1
"lithia springs",1
"little colorado r.",1
"little deer creek",1
"little elk & yaquina r.",1
"little elk & yaquinna r.",1
"little escambia cr.",1
"little fox r.",1
"little medicine creek",1
"little miami r.",1
"little r.",1
"little red river",1
"little sioux r.",1
"little tenaru river",1
"little yadin s. rio",1
"little yadkin s. rio",1
"little yadkin south river",1
"loanga river",1
"lobe river system; zingi river",1
"lobi river system; mbang",1
"lobi river system; zingi river",1
"lobo river",1
"logdon's pond",1
"loku r.",1
"loku riv.",1
"lokunje (bikui) r.",1
"lokunje riv. system",1
"lokunje river system",1
"lokunje system; bikui riv.",1
"long island sound",1
"long tom river",1
"low rocky tidepool",1
"lower chignik river",1
"lower crystal springs resvr.",1
"lower karluk r.",1
"lower lake creek",1
"lower nile",1
"lower r. presidio",1
"lower rio sinu",1
"lower volta r. (?)",1
"lower volta river",1
"lualaba r.",1
"luculla river",1
"lukuga river",1
"lunigay lake",1
"lunkasoos lake",1
"mad river",1
"madeira r.",1
"madeira river mouth",1
"magdalena r. basin; rio magdalena",1
