"Waterbody","Count"
"highland creek",3
"hilo bay",3
"hipolito bay",3
"huancachupa cr.",3
"irrawaddy r. drainage; xiaojiang r.",3
"jones cr.",3
"kandawgyi lake",3
"kellogg creek",3
"kiepw r.",3
"kii suido",3
"klamath river",3
"kunene river",3
"l. izabal",3
"l. sanango",3
"lagunas castellanos",3
"lake anza",3
"lake jijila",3
"lake malawi",3
"lake managua",3
"lake shasta",3
"lake texoma",3
"lake valencia",3
"little ouse r.",3
"little r.",3
"little sulphur cr.",3
"little tennessee r.",3
"low tidepool",3
"lower chehalis basin; vance cr.",3
"lumber r.",3
"malakal harbor",3
"marowije river or gran kreek",3
"massachusetts bay",3
"meeks cr.",3
"meklong or salween basin",3
"mekong r.",3
"mekong r. basin; mekong r.",3
"middle fork cosumnes r.",3
"midorikawa r.",3
"mindanao sea",3
"mirs bay",3
"missouri r. basin",3
"mombasa harbor",3
"monterey bay.",3
"musi basin",3
"n okhotsk sea",3
"napa r. basin; moore cr.",3
"napa r. drainage",3
"ne gulf of alaska",3
"new york creek",3
"niger r. basin; menchum r.",3
"nile r. ?",3
"north fork elk r.",3
"north fork humboldt r.",3
"north sea",3
"north willow cr.",3
"noyo harbor",3
"nw bering sea",3
"olo creek",3
"orinoco r. basin; r. casiquiare",3
"outer santa barbara channel",3
"pacheco cr.",3
"pedregal river",3
"pee dee basin",3
"pee dee river drainage",3
"pena cr.",3
"penitencia cr.",3
"pensacola",3
"pinas bay",3
"praia das conchas",3
"puget sound (drainage)",3
"quebrada alban",3
"quebrada sarjento",3
"queen charlotte sound",3
"r. amazonas basin; chipoo creek",3
"r. amazonas basin; igarape chibareno",3
"r. amazonas basin; l. grande",3
"r. amazonas basin; r. azupizu",3
"r. amazonas basin; rio pichis",3
"r. amazonas basin; small trib. of rio mantaro",3
"r. aragua basin",3
"r. atrato basin; r. quito into rio atrato",3
"r. blanco basin; r. toachi",3
"r. canatlan",3
"r. carichapo",3
"r. castano",3
"r. changuimola",3
"r. crisnejas",3
"r. curipe",3
"r. cuyaguateje",3
"r. de lampa",3
"r. de porque & r. de pucara",3
"r. guapore basin; r. alegre",3
"r. hondo",3
"r. madre de dios system; quebrada mariposa",3
"r. magdalena",3
"r. orinoco basin",3
"r. orinoco basin; r. meta",3
"r. papiogochic, s. fork",3
"r. paraguay basin",3
"r. parahyba",3
"r. paranapura",3
"r. perene",3
"r. piaxtla",3
"r. san diego",3
"r. santiago basin?; r. penuela",3
"r. swale drainage; thirkleby beck",3
"r. tambopata",3
"r. tocantins basin; r. bom-jesus",3
"r. tocantins basin; r. santa teresa",3
"r. tocantins basin; riberao lagem",3
"r. tuyra",3
"r. urubamba",3
"r. xeruiuni",3
"r. zulia basin",3
"rapti r. drainage; dudara r.",3
"rawson lake",3
"rayong r. basin",3
"red r. system; lacawana creek",3
"rio aconcagua",3
"rio ariguanabo ?",3
"rio cascajal",3
"rio chame",3
"rio cuyaguateje",3
"rio de santa rosa",3
"rio fuerte drainage; arroyo de la rana",3
"rio guaire",3
"rio jufari",3
"rio quiotepec",3
"rio san diego",3
"rio san juan drainage",3
"rio sixeola",3
"rio tesochocan",3
"rio tuyra basin; rio yape",3
"rio zepeque",3
"rio zhorkin (?)",3
"russian r. basin; robinson cr.",3
"russian riv.",3
"sacramento r. basin; clear lake",3
"sacramento r. basin; dry cr.",3
"sacramento r. basin; georgiana slough",3
"sacramento r. basin; san joaquin r.",3
"sacramento/san joaquin r.",3
"sagami r.",3
"sage cr.",3
"salinas r. drainage",3
"salmon creek",3
"saluda river drainage; little river",3
"salween basin; menam moei",3
"san francico bay",3
"san joaquin delta",3
"san juan r.basin",3
"san lorenzo r. basin",3
"san lorenzo river",3
"san lucas bay",3
"san san swamp",3
"sanaga r. basin",3
"santa clara r.",3
"santa cruz bay",3
"santa ynez riv. lagoon",3
"sao francisco r.",3
"sao francisco r.basin",3
"sarahs cr.",3
"sautee cr.",3
"scott cr.",3
"shelikof strait",3
"shenango river drainage; little yankee run",3
"shoup bay",3
"small creek",3
"soquel creek",3
"south boulder creek",3
"south fork gualala r.",3
"st. helena cr.",3
"stevens cr.",3
"stevens cr. reservoir",3
"stillwater r.",3
"subic bay",3
"summit cr.",3
"suruga bay",3
"surumarang r. drainage",3
"swamp & creek",3
"sweetwater reservoir",3
"tamboi bay",3
"tenasserim basin; tenasserim r.",3
"thayer's lake",3
"tokyo wan",3
"tomales bay.",3
"trenches",3
"trinity r. & rush cr.",3
"truckee r. basin; pole cr.",3
"tuckaluge cr.",3
"tulacay cr.",3
"upper beni r.",3
"valparaiso harbor",3
"w okhotsk sea",3
"western river",3
"witte creek",3
"wood's creek",3
"yaquina bay",3
"yumuri r.",3
"zaire (congo) r. basin; zaire (congo) r.",3
"zihuatenejo bay",3
"40 mile cr.",2
"adobe creek",2
"alas strait",2
"alligator r.",2
"almirante bay",2
"alturas lake",2
"amber creek",2
"anaho bay",2
"anton r.",2
"aola bay",2
"arena cove",2
"arges river",2
"arroyo comajo",2
"avalon harbor",2
"baechtel cr.",2
"bahia chipequa",2
"bahia concepcion",2
"bahia coquimbo",2
"bahia matauchen",2
"bahia matenchen",2
"bahia tenacatita",2
"bali sea",2
"baltic sea",2
"balugdn bay",2
"bangpakong basin; bangpakong r.",2
"baram r. drainage; sungai kaha",2
"barataria bay",2
"barne's sound",2
"barnes sound",2
"bass strait",2
"beaver cr.",2
"beebe cr.",2
"beegum creek",2
"big jackass creek",2
"big kitoi lake",2
"big wave bay",2
"birkenhead r.",2
"bismark str.",2
"blackman's bay",2
"blue slide gulch",2
"bodega lagoon",2
"bodensee (lake constance)",2
"broken r.",2
"brooks lake",2
"brown's creek",2
"calasiao r.",2
"calaveras river",2
"candelero bay",2
"cano carneceria",2
"cano carniceria",2
"caratasca lagoon",2
"cards sound",2
"carmel r.",2
"carmel r. lagoon",2
"cascade lake",2
"cayuga lake",2
"cedar cr.",2
"cenderawasih bay",2
"chad r. basin; r. gounda",2
"chantaburi bay",2
"chao phraya r. basin",2
"chattooga r.",2
"chau doc r.",2
"chikugo r.",2
"claiborne cr.",2
"clifty cr.",2
"clifty creek",2
"colorado",2
"colorado r. drainage",2
"colorado r. drainage; gunnison r.",2
"colorado r. drainage; uncompahgre r.",2
"colorado river",2
"columbia r. system; kicking horse r.",2
"congo (zaire) r. basin; ikabo r.",2
"congo r. basin; r. lubazi",2
"congo r. system",2
"congo river basin; lac mai-ndombe",2
"conn cr.",2
"copco reservoir",2
"copera creek",2
"corrego dos bichinos",2
"corrego valsugana",2
"cottonwood cr.",2
"coyote valley cr.",2
"cross sound",2
"crowley lake",2
"cumberland r.",2
"dalalven r.",2
"danube r. drainage; lake crapina",2
"danube river",2
"darvel bay",2
"demerara r.?",2
"dibutunan r.",2
"drainage: adige river",2
"drainage: araguaia",2
"drainage: bel air spr.",2
"drainage: cabiúnas",2
"drainage: chorro creek",2
"drainage: churchill river",2
"drainage: colombia",2
"drainage: colorado r.; santa clara r.",2
"drainage: congaree / santee; santee basin",2
"drainage: congo (=zaire) river",2
"drainage: cosumnes r.",2
"drainage: delaware r.",2
"drainage: dry creek",2
"drainage: e. carson river",2
"drainage: edisto river; goodland creek",2
"drainage: edisto river; north fork edisto river",2
"drainage: eseequibo river",2
"drainage: fraser river",2
"drainage: fu-ch'un river (?)",2
"drainage: ganges r.",2
"drainage: garuma; rio guabito",2
"drainage: guadalupe river",2
"drainage: guayas r.",2
"drainage: hanalei estuary",2
"drainage: jordan r.; utah lake",2
"drainage: kilawea estuary",2
"drainage: laguna de guzman",2
"drainage: laguna mar chiquita",2
"drainage: lagunitas creek",2
"drainage: los gatos creek",2
"drainage: lost river",2
"drainage: mad river",2
"drainage: mahaica",2
"drainage: mahaica r.",2
"drainage: mark west creek",2
"drainage: mekong r.",2
"drainage: mississippi (?)",2
"drainage: missouri r.; poplar r.",2
"drainage: monterey bay",2
"drainage: muddy r.",2
"drainage: navarro river",2
"drainage: owyhee r.",2
"drainage: parana/de la plata; laguna pasito",2
"drainage: parana/la plata; rio paraguay",2
"drainage: parana/la plata; rio tiete basin",2
"drainage: pee dee river",2
"drainage: r. aquido canigi; arroyo chagalalina",2
"drainage: r. balsas",2
"drainage: r. grande (bravo?); r. de los conchos",2
"drainage: r. grande de santiago; r. verde",2
"drainage: r. orinoco; cano de quiribana",2
"drainage: r. orinoco; lago francisquinha",2
"drainage: r. orinoco; laguna la teja",2
"drainage: r. paraiba; r. parahyba (paraiba)",2
"drainage: r. patia; r. telembi",2
"drainage: r. tapajos",2
"drainage: r. uribante",2
"drainage: r. uruguay",2
"drainage: rio amazon (?)",2
"drainage: rio atrato ?",2
"drainage: rio desaguadero",2
"drainage: rio doce",2
"drainage: rio escondido; small stream",2
"drainage: rio grande",2
"drainage: rio grande de santiago; rio juchipila (r. agua blanco)",2
"drainage: rio guanipa",2
"drainage: rio huallaga",2
"drainage: rio jacuhy/lago dos pato",2
"drainage: rio namazon",2
"drainage: rio orinoco ?",2
"drainage: rio panuco",2
"drainage: rio parahybaa (=paraiba)",2
"drainage: rio paraiba",2
"drainage: rio parana ?",2
"drainage: rio santa",2
"drainage: rio tocantins ?",2
"drainage: salkehatchie river; salkehatchie river",2
"drainage: san antonio river (?)",2
"drainage: santee river; middle saluda river",2
"drainage: silver creek",2
"drainage: stanislaus r.",2
"drainage: sungai tua, batu, kelang",2
"drainage: surma",2
"drainage: van gordon creek",2
"drainage: yodo river",2
"drainage: yodo river (=yodogawa)",2
"drainage: yukon",2
"dudara r.",2
"e. bering sea",2
"east austin cr.",2
"east fork piney cr.",2
"ejby r.",2
"elk cr.",2
"essequibo r. basin; upper potaro river",2
"estero soledado",2
"eticura creek",2
"exmouth gulf",2
"fagatele bay",2
"false bay",2
"first cr.",2
"fly river basin",2
"frazier cr.",2
"freshwater streams",2
"fruitdale dam & creek",2
"gatun lake",2
"gatun r. & cr.",2
"gazos cr. lagoon",2
"golfo de calif.",2
"golfo de tehuantepec",2
"golfo duce",2
"goose creek",2
"grayling creek",2
"guaymas",2
"gulf stream",2
"gulfo de california",2
"gunnison/uncompahgre delta",2
"hanauma bay",2
"hendrickson cr.",2
"henry farm pond",2
"herkey cr.",2
"herman cr.",2
"high prairie cr.",2
"high tidepool",2
"huay kha khaeng",2
"huay mai ti",2
"hudson bay",2
"igaya bay",2
"indalsalven r.",2
"indian creek",2
"indian r.",2
"inland sea",2
"inner bay",2
"irrawaddy r. drainage; wancaopin r.",2
"japan sea",2
"jordan cr.",2
"kaligunga r.",2
"kalkudah bay",2
"kapuas r. basin; sungai gentu",2
"kapuas r. basin; sungai sekumpai",2
"kapuas r. basin; sungai serundung",2
"keys creek",2
"khlong falamee",2
"kiamba bay",2
"klamath lake",2
"klamath r. basin; trinity r. & rush cr.",2
"kribi r.",2
"kunming lake",2
"l. amapa",2
"l. arapa",2
"l. chinchero",2
"l. geia",2
"l. indawgyi",2
"l. junin (chinchaycocha)",2
"l. poopo",2
"l. titicaca basin; r. de lampa",2
"l. valencia",2
"la paz bay",2
"lago di garda",2
"lago jara",2
"lago urcos",2
"lagoon",2
"laguna lake",2
"lagunitas cr. basin; nicasio cr.",2
"lake almanor",2
"lake almanor drainage; clear cr.",2
"lake brooks",2
"lake creek basin; seton lake",2
"lake lagunita",2
"lake lanao",2
"lake merced (north lake)",2
"lake mohave",2
"lake nicaragua",2
"lake of the woods",2
"lake ohrid",2
"lake ohrid (ohridsko jezero)",2
"lake ponchartrain",2
"lake sutherland",2
"lake thingvallavatn",2
"lake van norden",2
"lameshur bay",2
"lang lang cr.",2
"larsen bay",2
"larsen cr.",2
"lema channel",2
"leschenault estuary",2
"longstreet spring",2
"los angeles harbor",2
"los gatos cr.",2
"lower r. amazonas",2
"lynn canal",2
"mae nam chantaburi r.",2
"magdalena r. basin",2
"mahaica cr. basin; maduni creek",2
"mahaica creek",2
"makarka point stream",2
"makushin bay",2
"malacca strait",2
"mand r.",2
"mark west cr.",2
"mason bay",2
"maumere bay",2
"mccreary lake",2
"meek's cr.",2
"meklong basin; huay chee",2
"mekong basin; menam dom",2
"merced r. basin; bull cr.",2
"mica cr.",2
"middle cr.",2
"middle r.",2
"minter creek",2
"miraflores lake",2
"mississippi r. delta",2
"mississippi r. drainage; arkansas r.",2
"mississippi river",2
"molucca sea",2
"monterey harbor",2
"montijo bay",2
"morley r.",2
"musi river basin",2
"mutzu bay",2
"myakka r.",2
"n. bering sea",2
"n.e. gulf of mexico",2
"nam theun basin",2
"napa r. basin; chiles cr.",2
"naselle r.",2
"nass r. system; nass r.",2
"ne bering sea & chukchi sea",2
"ne gulf of mexico",2
"ne sulu sea",2
"nera river",2
"new york slough",2
"ngardok lake",2
"ngerdok lake",2
"nickerie r.",2
"niger r. basin; r. benue",2
"niger r. basin; r. menchum",2
"north bering sea",2
"north fork feather r.",2
"norton sound",2
"nuka bay",2
"nw okhotsk sea",2
"off washington",2
"old river",2
"oregon cr.",2
"orinoco r. basin; arature r.",2
"orinoco r. basin; pena r.",2
"orinoco r. basin; r. bocono",2
"orinoco r. basin; r. negro (=rio meta?)",2
"orinoco r. basin; r. tapa tapa",2
"ormoc bay",2
"outer kachemak bay",2
"pahang r. basin",2
"pajaro r. basin; pescadero cr.",2
"pajaro r. basin; uvas cr.",2
"palk bay",2
"parana/de la plata basin; r. tiete",2
"parita bay",2
"payne creek",2
"pee dee river drainage; high hill creek",2
"pee dee river drainage; tributary to muddy creek / possibly mudd",2
"pelican lake",2
"peltier channel",2
"piney cr.",2
"pokai bay",2
"poormau stream",2
"potaro r.",2
"potomac r.",2
"puget sound drainage",2
"pussur r.",2
"quebrada chimbi (chimbe?)",2
"quebrada de cabarachior",2
"quebrada de la callejona",2
"quebrada de la pelada",2
"quebrada de suescum",2
"quebrada tucuchira",2
"r. aire",2
"r. amazonas basin; cano del chancho",2
"r. amazonas basin; challhuacocha (='fish-lake')",2
"r. amazonas basin; igarape uruara",2
"r. amazonas basin; l. badajos",2
"r. amazonas basin; l. maica",2
"r. amazonas basin; lago grande (do javary ?)",2
"r. amazonas basin; lago jara",2
"r. amazonas basin; lago marica",2
"r. amazonas basin; lagoa do maica",2
"r. amazonas basin; lower r. amazonas",2
"r. amazonas basin; madre de dios r.",2
"r. amazonas basin; maripicru cr.",2
"r. amazonas basin; r. alto maranon",2
"r. amazonas basin; r. ampiyacu",2
"r. amazonas basin; r. comberciato",2
"r. amazonas basin; r. ucayali / r. amazonas",2
"r. amazonas basin; rio madeira",2
"r. amazonas basin; rio mantaro valley",2
"r. amazonas basin; rio tapajos",2
"r. apon",2
"r. aragua",2
"r. atrato basin; rio atrato",2
"r. barcau",2
"r. branco",2
"r. caete basin ?",2
"r. calle calle basin; estero cutipai",2
"r. casas grandes",2
"r. cautin ?",2
"r. cerna",2
"r. culiacan basin; arroyo dulces nombres",2
"r. de chupa",2
"r. de ducho",2
"r. de santiago drainage",2
"r. esmeraldas basin; r. cupa",2
"r. essequibo",2
"r. fuerte basin; arroyo pedernales",2
"r. fuerte basin; r. verde",2
"r. grande (=bravo) basin; affluent to rio conchos",2
"r. guarico basin",2
"r. guayas drainage; r. palenque",2
"r. hardy",2
"r. huallaga basin",2
"r. huancane",2
"r. iguacu",2
"r. inez",2
"r. jequetepeque",2
"r. juan diaz",2
"r. limon",2
"r. madeira",2
"r. magdalena basin ; r. paila into r. cauca",2
"r. magdalena basin ; r. piedras",2
"r. maracaibo basin; r. motatan",2
"r. maracaibo drainage; r. albirregas",2
"r. maranon basin",2
"r. mira",2
"r. mitare",2
"r. molfova",2
"r. motagua basin",2
"r. motagua basin; r. tenedores",2
"r. motatan",2
"r. motatan basin; r. monay",2
"r. negro basin ; laguna fria",2
"r. negro canyones",2
"r. noguera",2
"r. panuco drainage; rio moctezuma",2
"r. parana",2
"r. parana basin ; lagoa fervedeira",2
"r. parana basin ; r. paraguay ?",2
"r. paranapuna",2
"r. patia basin; r. patia",2
"r. patia basin; r. telembi",2
"r. patia basin; r. yambi",2
"r. pespuntal",2
"r. pina",2
"r. puinahua",2
"r. quepe",2
"r. roncador",2
"r. rosario",2
"r. san isidro",2
"r. san juan",2
"r. san pedro basin; r. canatlan",2
"r. santa cruz",2
"r. sao francisco",2
"r. siguia basin",2
"r. solimoes basin; r. javari",2
"r. tambo",2
"r. telembi",2
"r. tocantins basin; l. jacare",2
"r. tocantins basin; lagoa (barra fazenda?)",2
"r. tocantins basin; olaria pond",2
"r. torito",2
"r. truchas",2
"r. tuy",2
"r. ucayali basin",2
"r. verde",2
"r. went",2
"r. yaguas",2
"r. yaracuy",2
"raisin r. basin; raisin r.",2
"ramu r. basin; ramu r.",2
"rancheria cr.",2
"rio almendares",2
"rio balsas basin; rio ixtla",2
"rio bayano basin; rio mamoni",2
"rio bio bio basin; rio bio bio",2
"rio calle calle basin; esterito santa rosa",2
"rio casas grandes",2
"rio chiriqui del tire",2
"rio choapa",2
"rio cupe",2
"rio del penon de covadonza",2
"rio grande",2
"rio huallaga",2
"rio juquia",2
"rio luiz de parahytinga",2
"rio maria luisa",2
"rio motagua basin; r. tenedores",2
"rio motagua basin; rio gualan",2
"rio motagua basin; rio negro",2
"rio motzorongo",2
"rio panuco",2
"rio papagaios",2
"rio papaloapan basin; rio papaloapan",2
"rio parahyba",2
"rio parana basin ?",2
"rio parana drainage",2
"rio petrohue basin; rio peulla",2
"rio piura drainage",2
"rio provaz",2
"rio san francisco",2
"rio san juan basin",2
"rio sordo",2
"rio tiete",2
"rio tiliri",2
"rio zegla",2
"rio. cocoli",2
"roanoke r.",2
"rongerik lagoon",2
"rose creek",2
"rush cr.",2
"russian r. basin; cumminsky cr.",2
"russian r. basin; feliz cr.",2
"russian r. basin; pieta cr.",2
"russian r. basin; sulphur cr.",2
"russian r. basin; warm springs cr.",2
"sacramento basin; middle creek",2
"sacramento r. basin; carquinez strait",2
"sacramento r. basin; dye creek",2
"sacramento r. basin; kelsey creek",2
"sacramento r. basin; little butte cr.",2
"sacramento r. basin; sacramento-san joaquin delta",2
"sacramento r. drainage; san joaquin r.",2
"sacramento r. system; clear lake",2
"sacramento r. system; delta-mendota canal",2
"saigon r.",2
"salkehatchie / combahee river drainage; birds branch",2
"salton sea basin",2
"salton sea basin; new r.",2
"saluda river drainage; north rabon creek",2
"salween basin?",2
"san carlos bay",2
"san francisco bay?",2
"san francisquito cr.",2
"san gabriel riv., w. fork",2
"san jacinto cr., south fork",2
"san joaqruin r.",2
"san joaquin basin; orestimba creek",2
"san joaquin r. basin; false r.",2
"san joaquin r. basin; north fork mokelumne r.",2
"san joaquin r. basin; south fork mokelumne r.",2
"san joaquin river.",2
"san lorenzo-soquel basin; waddell cr.",2
"san luis rey river",2
"sanaga r.",2
"santa ana r. basin",2
"saskatchewan r. basin; elbow & bow rivers.",2
"saskatchewan r. system; fraser r.",2
"saskatchewan r. system; swiftcurrent cr.",2
"savannah river drainage; tributary canal to island creek",2
"savannah river drainage; upper three runs",2
"scripps bay",2
"seal bay",2
"senipehn r. (south branch)",2
"sherwin lake",2
"shovel creek",2
"shuswap lake",2
"sibun r. basin; sibun r.",2
"sickum bay",2
"siegler creek",2
"sitang r. basin",2
"skaha lake",2
"smiths lake",2
"sodwana bay",2
"sonoita cr.",2
"soquel cr.",2
"south fork edisto river drainage; goodland creek",2
"south fork kern r.",2
"southeast bering sea",2
"squaw cr.",2
"st. helena reservoir",2
"st. lawrence r. basin; lamoille r.",2
"stone lagoon",2
"suceava riv.",2
"sulivan bay",2
"sulphur r.",2
"sungai galas",2
"sungai pahang drainage",2
"sungai perak basin",2
"suriname r. basin ; jenjee creek",2
"sw sulu sea",2
"tapi basin; khlong won",2
"tapi basin; phumduong r.",2
"tar river",2
"tarut bay",2
"tehuantepec r.",2
"teslin r.",2
"thomes creek",2
"tide pools",2
"tidepool",2
"tijuana slough",2
"timis river",2
"tippecanoe & yellow rivers",2
"tippecanoe r.",2
"tomales bay drainage",2
"tomales bay drainage; olema cr.",2
"tomales bay drainage; walker cr.",2
"tonto cr.",2
"topolobampo bay",2
"torres straits",2
"toyah creek",2
"traitor's cove cr.",2
"trinidad bay",2
"truckee r.",2
"twin lakes",2
"umatilla r.",2
"upper amazonas system; r. azupizu",2
"upper truckee r.",2
"uvita bay",2
"vai tahu bay",2
"vail reservoir",2
"valley springs lake",2
"vamsadhara basin",2
"vic. barlow cove",2
"vura river",2
"wailua stream",2
"walker lake",2
"walnut creek",2
"watana cr.",2
"wath beck",2
"weber cr.",2
"whiskey cr.",2
"white r.",2
"willamette r.",2
"williamette r. basin; molalla r.",2
"yellow r.",2
"yellowstone lake",2
"yodo river",2
"yodo river drainage",2
"young's r.",2
"yukon r. basin; beaver creek",2
"yukon river",2
"zaire basin",2
"zaire r. basin",2
"zerrezuela r.",2
"zigi r.",2
"(inner) st. catherine's sound",1
"(pacific)",1
"5 shallow freshwater springs",1
"6-mile creek",1
"ab-e shalamar drainage",1
"abbott lake",1
"acapulco harbor",1
"ackermann cr.",1
"admiralty bay",1
"aguada river",1
"agus r. basin",1
"ala wai canal",1
"alabama r. system; choccolo creek",1
"alamo r.",1
"alder lagoon",1
"alexandria harbor",1
"algoa bay",1
"alitak bay",1
"alligator bay",1
"altacar creek",1
"alto parana r.",1
"amazon drainage",1
"american r.",1
"amisk lake",1
"an affluent to rio conchos",1
"anderson creek",1
"andrew creek",1
"angelina r.",1
"aoa estuary",1
"apra harbor",1
"aral sea",1
"arkansas r.",1
"arkansas river basin",1
"arroyo del encino",1
"arthur harbor",1
"ashburton r.",1
"ashburton r. system; stour river",1
"ashi no ko (lake ashi)",1
"astrolabe bay",1
"asuncion bay",1
"atbara r.",1
"athabasca drainage; moberly cr.",1
"athabasca r. basin; twelve mile cr.",1
"athi r.",1
"atlantic",1
"attsusabu r.",1
"auke cr.",1
"austin cr.",1
"avla bay",1
"ayeyarwaddy r. basin",1
"aysen fjord",1
"back bay",1
"bahia",1
"bahia almejas",1
"bahia amortajade",1
"bahia de buenaventura",1
"bahia de echura",1
"bahia de la ascension",1
"bahia de magdalena",1
"bahia de san luis gonzaga",1
"bahia magdalenania",1
"bahia matanchen",1
"bahia negra",1
"bahia santa elena",1
"balandra bay",1
"ballast pit?",1
"ballenas bay",1
"banda sea.",1
"banderos bay",1
"bangpakong basin; menam bangpakong",1
"bangpakong basin; menam banpakong",1
"bangpakong r. basin",1
"baram r. basin; baram r.",1
"baram r. drainage; batang baram",1
"baram r. drainage; lake tujuh trib.",1
"baram r. drainage; loagan titad",1
"baram r. drainage; palutan r.",1
"baram r. drainage; sungai benuang",1
"baram r. drainage; sungai menuang",1
"baram r. drainage; sungei palutan trib.",1
"baram r. drainage; sungei payau",1
"baram r. drainage; sungei yuh",1
"baram r. system; arur dalan",1
"baras r.",1
"barents sea & spitzbergen",1
"barley cr.",1
"bay of islandi",1
"bayou du chien",1
"bean r. basin; siberia cr.",1
"bear  creek",1
"beardsley lake",1
"beaver bay",1
"becca b creek",1
"bechers bay",1
"becker's bay",1
"bedlam lake",1
"beleh r.",1
"bellingshausen sea",1
"benue r.",1
"beretau riv.",1
"bernam river drainage",1
"bible cr.",1
"biduel bay",1
"bidwell cr.",1
"big barron river",1
"big canon creek",1
"big creek",1
"big goose creek",1
"big kern r.",1
"big payette lake",1
"big rock creek",1
"big sandy river",1
"big stony cr.",1
"big sulphur cr.",1
"big sur riv.",1
"big tujunga cr.",1
"biloxi bay",1
"birch cr.",1
"birch creek",1
"biscayne bay",1
"bishop cr.",1
"biwa ko",1
"black r. basin; burro cr.",1
"blackwood creek",1
"blanchart r.",1
"blue lakes",1
"blue r. basin; kp cr.",1
"bluff cr.",1
"boca de certegui",1
"boca del rio",1
"bohinj-lee",1
"bolinas lagoon",1
"bonasila r.",1
"bonnie's cr.",1
"bonnie's creek",1
"boulder creek/lake eldora",1
"bounty bay",1
"bow r.",1
"bradwarte bay",1
"brahmaputra basin",1
"bransfield strait",1
"brazos r.",1
"brisbane r.",1
"bristol bay drainage; brooks r.",1
"broaddus cr.",1
"broken bay",1
"brunei r. system; dolhakim r.",1
"buckhead cr.",1
"buena vista lake",1
"bull creek",1
"bull lake",1
"burnett r.",1
"burney cr.",1
"burney creek",1
"burton creek",1
"bush creek",1
"butano cr.",1
"butts cr.",1
"butuan bay",1
"bwanjo r.",1
"cabangan r.",1
"cabita bay",1
"caho phya r.",1
"campbell lake",1
"canal do cacao-vermelho",1
"canal lagoon",1
"canal sta. cruz",1
"candellero bay",1
"canim lake",1
"canyon cr.",1
"card's sound",1
"caribben sea",1
"carmel bay/bixby cr.",1
"carribbean sea",1
"carson r.",1
"cartago bay",1
"carville cr.",1
"cascade bay",1
"castle peak bay or deep bay ??",1
"catawba r.",1
"catawba riv.",1
"catawba/wateree basin",1
"cauvery r.",1
"cave cr.",1
"cedar creek",1
"cetina r.",1
"chamela bay",1
"chandler l.",1
"changuimola lagoon",1
"chao phraya basin; menam wa",1
"chao phraya river basin",1
"chao phrya basin; (menam yem)",1
"chatham strait",1
"chautauqua lake",1
"chignik river",1
"chihuahua creek",1
"china sea",1
"chipequa bay",1
"chitose river",1
"chocolo cr.",1
"choctawhatchee bay",1
"chola bay",1
"chorro reservoir",1
"chowchilla river",1
"chukchi sea, s.",1
"cilika (chilka) lake",1
"cimarron r.",1
"clam lake",1
"clarence strait",1
"clavey r.",1
"clavey river",1
"clear lake (lower)",1
"clear lake drainage; seigler creek",1
"clear lake res.",1
"clear lake state park",1
"clearwater cr.",1
"cocker beck",1
"cold creek",1
"colorado r. basin",1
"colorado r. basin; big thompson r.",1
"colorado r. basin; colorado r.",1
"colorado r. basin; green r.",1
"colorado r. drainage; colorado r.",1
"colorado r. drainage; gunnison r./uncompahgre r.",1
"columbia r. basin; duval cr.",1
"columbia r. basin; okanogan r.",1
"columbia r. basin; wenatchee r.",1
"columbia r. basin; willamette r.",1
"columbia r. drainage; columbia r.",1
"columbia r. system; columbia r.",1
"columbia r. system; umatilla r.",1
"columbia r.,",1
"columbia river",1
"columbia river system; small slough",1
"congo (=zaire) r. basin",1
"congo drainage; lake tanganyika",1
"congo r. basin; kwilu r.",1
"congo r. basin; r. ngudi",1
"conn creek (napa r.)",1
"conn reservoir",1
"conrad cr.",1
"controller bay",1
"cooper cr.",1
"cooper hollow creek",1
"copco res.",1
"coppename r.",1
"copper r. basin; tebay lake",1
"copper river drainage",1
"coquihaila r.",1
"coquille r.",1
"coquimba bay",1
"corrego dos ziganos",1
"corrego monjolo",1
"cortez bank",1
"cosumnes r.",1
"cottonwood lake no. 3",1
"cottonwood lakes",1
"cowlitz r.",1
"coyote creek basin",1
"crash boat basin",1
"credit r.",1
"creek & pond",1
"crisul negru river",1
"crooked cr.",1
"crooked creek",1
"crooked lake",1
"cross r. basin",1
"crystal springs",1
"cucaya r.",1
"cullens lake",1
"curtis creek",1
"cuyaba r.",1
"cuyo east pass",1
"cypress creek",1
"dagua r.",1
"dan r.",1
"danube r.",1
"danube r. basin; lake caraorman",1
"danube river delta",1
"deer cr. - ohio r. drainage; coefield cr.",1
"deewhy lagoon",1
"del puerto cr.",1
"delagoa bay",1
"delta mendota canal",1
"demerara r.",1
"demerara r. basin; trenches",1
"denverton slough",1
"derwent r.",1
"devils gulch cr.",1
"diamond lake",1
"diamond valley basin",1
"dillon cr.",1
"dismal swamp",1
"dog river",1
"doggett cr.",1
"douglas l.",1
"drainage: (?)",1
"drainage: amazon",1
"drainage: apalachicola river",1
"drainage: apure",1
"drainage: apure r.",1
"drainage: atrata r.",1
"drainage: babelthuap river",1
"drainage: baram river; arur dalan",1
"drainage: beaver creek",1
"drainage: big sandy r.",1
"drainage: black river; little rafting creek",1
"drainage: black river; pee dee basin",1
"drainage: black river; squirrel run",1
"drainage: brazos river",1
