"Waterbody","Count"
"drainage: buena vista/kern lakebed",1
"drainage: buffalo bayou",1
"drainage: caloosahatchee river (?)",1
"drainage: carmel river",1
"drainage: carson sink",1
"drainage: cauca r. ?",1
"drainage: cedar cr.",1
"drainage: chang chiang (yangtze)",1
"drainage: columbia r.; little payette lake",1
"drainage: columbia r.; snake r.",1
"drainage: columbia river; okanagan lake",1
"drainage: congaree / santee; congaree basin",1
"drainage: danube r.",1
"drainage: delaware river",1
"drainage: demerara river (?)",1
"drainage: detroit r.-lake erie; lake st. clair",1
"drainage: east clear creek",1
"drainage: el corte de madera cr.; deer cr.",1
"drainage: elkhorn slough",1
"drainage: essequibo?",1
"drainage: francisquito creek",1
"drainage: fu-ch'un river",1
"drainage: gila r.",1
"drainage: great lakes/st. lawrence",1
"drainage: great lakes/st.lawrence",1
"drainage: great miami river; ohio river basin",1
"drainage: guayas",1
"drainage: gulf of aden",1
"drainage: hirose river",1
"drainage: humboldt r.; rock cr.",1
"drainage: indian r.",1
"drainage: irawaddy river",1
"drainage: irrawaddy delta",1
"drainage: kapuas r.",1
"drainage: kapuas river",1
"drainage: kelantan",1
"drainage: kern river (north fork)",1
"drainage: kernan sarzeh r.",1
"drainage: klamath county",1
"drainage: klamath river (?)",1
"drainage: klamath river estuary",1
"drainage: klang river",1
"drainage: lago gaturn, panama cana",1
"drainage: lahontan",1
"drainage: lake erie/st. lawrence",1
"drainage: lake michigan/st lawrenc",1
"drainage: lake tanganyika/congo r.",1
"drainage: lake winnipeb/nelson riv",1
"drainage: lake winnipeg/nelson r.",1
"drainage: little kern river",1
"drainage: little n. fork wilson r.; rush cr.",1
"drainage: little pee dee river; white oak creek",1
"drainage: lk michigan/st. lawrence",1
"drainage: lower r. san juan; r. san juan",1
"drainage: mahanadi r.",1
"drainage: manat r.",1
"drainage: marys r.",1
"drainage: mekong river",1
"drainage: mississippi r.",1
"drainage: mississippi r. delta",1
"drainage: mississippi; lake pepin",1
"drainage: mobile & tensaw rivers",1
"drainage: mokelumne r.",1
"drainage: mokelumne river",1
"drainage: mussel creek",1
"drainage: myit-tha",1
"drainage: nam pong river",1
"drainage: napa r.",1
"drainage: napa/sacramento",1
"drainage: nickerie river; fallawatre river",1
"drainage: nile (?)",1
"drainage: northeastern pacific",1
"drainage: obion r.",1
"drainage: ohio river; bradshaw creek",1
"drainage: ohio river; unnamed tributary of cache river",1
"drainage: old river,",1
"drainage: orinoco ?",1
"drainage: owens r.",1
"drainage: pacheco creek/sacramento",1
"drainage: pacific grove",1
"drainage: papermill creek",1
"drainage: paraguay into r. parana",1
"drainage: parahiba r.",1
"drainage: parana",1
"drainage: parana ?",1
"drainage: parana/de la plata; 'rio laguna'",1
"drainage: parana/de la plata; laguna",1
"drainage: parana/de la plata; rio iguassu (=iguacu, iguazu)",1
"drainage: parana/de la plata; rio iguassu (=iguazu)",1
"drainage: parana/de la plata; rio parana ?",1
"drainage: pee dee river; pee dee basin",1
"drainage: pena creek",1
"drainage: perfume river",1
"drainage: po r.",1
"drainage: potomac river",1
"drainage: provo r.",1
"drainage: pyramid lake",1
"drainage: r. aroa; quebrada el charal",1
"drainage: r. baife",1
"drainage: r. grande de chiapa sys.; r. yalishac",1
"drainage: r. grande de santiago; r. lerma",1
"drainage: r. paraguay",1
"drainage: r. patia",1
"drainage: r. san juan",1
"drainage: r. tocatins",1
"drainage: r. xingu into r. amazon",1
"drainage: rapti river",1
"drainage: red r./saskatchewan r.",1
"drainage: riko tocantins",1
"drainage: rio bio-bio",1
"drainage: rio branco",1
"drainage: rio chira (?)",1
"drainage: rio chixoy",1
"drainage: rio chone",1
"drainage: rio garumo",1
"drainage: rio grande (?)",1
"drainage: rio grande de santiago ?",1
"drainage: rio grande de santiago; rio de lerma",1
"drainage: rio grande de santiago; small stream",1
"drainage: rio guayas; rio guayas",1
"drainage: rio hardy",1
"drainage: rio huatanay (guatanai)",1
"drainage: rio imboassica",1
"drainage: rio jequetepeque (?)",1
"drainage: rio macaé",1
"drainage: rio manapiare",1
"drainage: rio marte arnade",1
"drainage: rio motatan",1
"drainage: rio nonguen",1
"drainage: rio paana",1
"drainage: rio panuco; rio valles",1
"drainage: rio paraiba do sul",1
"drainage: rio paraiba; rio parahyba (paraiba)",1
"drainage: rio parana-mirim",1
"drainage: rio paraná",1
"drainage: rio paraíba do sul",1
"drainage: rio portoviejo",1
"drainage: rio portoviejo ?",1
"drainage: rio rimac",1
"drainage: rio san fernando",1
"drainage: rio san pedro",1
"drainage: rio san pedro; laguna de yalao",1
"drainage: rio santiago",1
"drainage: rio sao francisco ?",1
"drainage: rio sinu",1
"drainage: rio sonoyta",1
"drainage: rio tuy; boca de cagua",1
"drainage: rio ucayali",1
"drainage: rio uraguay",1
"drainage: rio urubamba",1
"drainage: ro amazon",1
"drainage: russian r. estuary",1
"drainage: sacramento river,",1
"drainage: sacramento/san joaquin",1
"drainage: sacramento; san francisco bay",1
"drainage: sacramentto",1
"drainage: saint john's river",1
"drainage: saint lawrence",1
"drainage: salinas river (?)",1
"drainage: salton sea",1
"drainage: san antonio county",1
"drainage: san diego",1
"drainage: san francisco watershed",1
"drainage: san francisquito creek",1
"drainage: san joaquin r.",1
"drainage: san joaquine river",1
"drainage: san lorenzo river",1
"drainage: san luis obispo creek",1
"drainage: san pablo creek",1
"drainage: santa ana r.",1
"drainage: santa clara river",1
"drainage: santa cruz & gila river",1
"drainage: santarem r.",1
"drainage: santee river; fishing creek",1
"drainage: santee river; mill creek",1
"drainage: santee; red bank creek",1
"drainage: santee; sandy branch",1
"drainage: sao paulo",1
"drainage: savannah river; eastatoee creek",1
"drainage: savannah river; long cane creek",1
"drainage: seomjin [somjin] river",1
"drainage: sevier r.; piute reservoir",1
"drainage: shenango river; lake erie basin",1
"drainage: song ma",1
"drainage: sonoita cr.",1
"drainage: south fork cosumnes r.; scott cr.",1
"drainage: st. lawrence river",1
"drainage: stevens creek",1
"drainage: sungai kelantan",1
"drainage: sungai tembeling",1
"drainage: suriname river ?; side creek",1
"drainage: susitna river",1
"drainage: sycan marsh",1
"drainage: tippicanoe river",1
"drainage: tocantins r.",1
"drainage: tomales bay",1
"drainage: truckee r.",1
"drainage: truckee r./ pyramid lake",1
"drainage: truckee r./pyramid lake; lake tahoe",1
"drainage: truckee r./pyramid lake; truckee r.",1
"drainage: umatilla r.",1
"drainage: umpqua",1
"drainage: upper niger",1
"drainage: upper rio tocantins",1
"drainage: usumacinta",1
"drainage: ventuari",1
"drainage: waiaioto r. estuary",1
"drainage: wallowa lake",1
"drainage: weber r.",1
"drainage: whiter river",1
"drainage: willow cr.",1
"drainage: yangsti river",1
"drainage: yangtze river",1
"drainage: yumari",1
"drake's estero",1
"duckabush r. basin",1
"duncombe bay",1
"durban bay",1
"duslay sound",1
"e. china sea",1
"e. cronise lake",1
"eagle cr.",1
"eagle lake drainage",1
"east carson r.",1
"east chna sea",1
"east fork white r.",1
"east marania r.",1
"east walker r. basin; dog cr.",1
"ebro river",1
"edisto river drainage; cowtail creek",1
"edisto river drainage; dean swamp creek",1
"edisto river drainage; little walnut branch",1
"edisto river drainage; south fork edisto river",1
"eel r. basin; powers cr.",1
"elbe r. basin; elbe r.",1
"elk creek",1
"elk river",1
"elsinore lake",1
"elson lagoon",1
"ensenada harbor",1
"enshunada sea",1
"esmeraldas r. basin; r. lelia",1
"esmeraldas r. basin; r. toachi",1
"essequibo r. basin; rupununi r.",1
"essequibo r. basin; upper potaro r.",1
"estero americana",1
"estero americano",1
"estero nonguen",1
"estuario lagoa dos patos",1
"estuary",1
"exuma sound",1
"fairbanks spring",1
"fallen leaf lake",1
"falls creek",1
"feliz cr.",1
"finch cr.",1
"finch creek",1
"first creek",1
"fish cr.",1
"fish lake",1
"flathead lake",1
"fly valley cr.",1
"foreman cr.",1
"forsee creek",1
"fourmile canyon cr.",1
"fraser r. basin; riske creek reservoir",1
"fraser r. system; griffin lake",1
"fraser r. system; mcleese lake",1
"fresh water stream",1
"friday harbor",1
"fruitdale creek",1
"fruitdale creek & dam",1
"galveston bay",1
"galveston bay drainage; sims bayou",1
"ganges basin; n. dhaleshwari r.",1
"ganges drainage",1
"ganges r. drainage; mahananda r.",1
"ganz cr.",1
"gardine r.",1
"gardiner's bay",1
"gardiners bay",1
"gashouse cove",1
"gaylor lakes",1
"gegla (??) creek",1
"general cr.",1
"gennette cr.",1
"gerlache strait",1
"geus r.",1
"geus river drainage",1
"gippsland lakes",1
"giunobatan river",1
"glacier bay",1
"glen alpine cr.",1
"golden gate park lake",1
"golden trout cr.",1
"golfo de campeche",1
"golfo de carraco",1
"golfo de chirqui",1
"golfo del papagayo",1
"golok r. basin",1
"golok r. basin; sungai santan",1
"goose cr.",1
"gorge cr.",1
"gozos cr.",1
"grand lake",1
"granite lake",1
"grassy lake cr.",1
"great australian bight",1
"great dismal swamp",1
"great fish system",1
"green mountain cr.",1
"green r.",1
"griffin lake",1
"grizzly slough",1
"groot riv.-gouritz system",1
"guantanamo bay",1
"guaymas harbor",1
"gudgas r.",1
"guibari cr.",1
"guinobatan r.",1
"gulf of agaba",1
"gulf of calif.",1
"gulf of cambay",1
"gulf of campeche",1
"gulf of carpentaria",1
"gulf of darien",1
"gulf of dulce",1
"gulf of eilat",1
"gulf of guinea ?",1
"gulf of guinea.",1
"gulf of kutch",1
"gulf of lingayen",1
"gulf of mexico.",1
"gulf of morrosquillo",1
"gulf of paria",1
"gulf of patras",1
"gulf of san miguel",1
"gulf of st. lawrence",1
"gulf of thailand: prasae bay",1
"gulf of thailand?",1
"gulf of venezuela",1
"gulf/california, guaymas bay",1
"gulkana r.",1
"gullivan bay",1
"gunnison r.",1
"haehl cr.",1
"hague cr.",1
"hai ho basin",1
"hakahetau bay",1
"hakata bay",1
"hana hevane bay",1
"haria bay",1
"harvey bay",1
"hastings slough",1
"hatch cr.",1
"hatch creek",1
"hatchery creek",1
"haunama bay",1
"heart lake",1
"hendrick's cr.",1
"henry lake",1
"hess creek",1
"hesselberg lake",1
"high arctic",1
"hilo riv.",1
"holmes creek",1
"honey lake (?)",1
"honeywell lake",1
"hoods creek",1
"hope r., upper true left.",1
"horseshoe cove",1
"horton creek",1
"hot cr.",1
"hot creek",1
"hot lakes",1
"huancachupa creek",1
"huancashiysa cr.",1
"humboldt r. basin; frazer cr.",1
"humboldt r. basin; north fork humboldt r.",1
"humboldt r. basin; south fork little humboldt r.",1
"huron r.",1
"hutt river",1
"ialomotza r.",1
"ichetucknee springs",1
"icy bay",1
"idavain l.-naknek r. system",1
"igarape apeu",1
"igarape do meritysal",1
"iguana creek",1
"ihihizo r.",1
"ikatan bay",1
"illinois river",1
"independence cr.",1
"indian river (lagoon)",1
"irawaddy basin",1
"ireng r. basin; maripicru creek",1
"irrigation ditch",1
"isazu r.",1
"isca & silva lake",1
"iwahig r.",1
"ja r.",1
"james bay ?",1
"jap bay",1
"jiquilisco bay",1
"johnson cr.",1
"johnson's lake",1
"johnstone bay",1
"johore river",1
"juncalito bay",1
"kailua bay",1
"kainji lake",1
"kalabahi bay",1
"kalamazoo r.",1
"kalsin bay",1
"kame r.",1
"kankakee r.",1
"kanoche bay",1
"kaoka bay",1
"kapit r.",1
"kapuas r.",1
"kapuas r. basin; sungai ketchil",1
"kapuas r. basin; sungai ketungau",1
"kapuas river basin",1
"karkheh r.",1
"kasitsna bay",1
"kat/great fish r. system",1
"kaweah riv.",1
"keanae stream",1
"keku strait",1
"kern r. basin; golden trout creek",1
"kern r. basin; salmon cr.",1
"khwae noi r.",1
"kilchis r. basin",1
"kilchis r. basin; coal cr.",1
"kimble lake",1
"king's cr.",1
"kingfish lake",1
"kino bay",1
"kitakami r.",1
"kitaura lake",1
"klamath estuary",1
"klamath r. estuary",1
"klang river drainage",1
"kleckner cr.",1
"kobuc r. basin",1
"koejaboe r.",1
"konigsee",1
"kribi r. system; bilobi r.",1
"kul riv. drainage; oman gulf",1
"kumano-nada sea",1
"kumusi r. drainage",1
"kuskokwim river",1
"l. anza",1
"l. apoyo",1
"l. athabasca",1
"l. caraorman",1
"l. de joao pereira",1
"l. de nicaragua",1
"l. de patzcuaro",1
"l. formosa",1
"l. greaca",1
"l. izabel",1
"l. jiloa",1
"l. lagunillas",1
"l. maracaibo drainage",1
"l. marica",1
"l. maxinkuckee",1
"l. mohave",1
"l. mohaveca",1
"l. palourde",1
"l. saracocha",1
"l. titicaca?",1
"l. umayo",1
"l. valencia basin",1
"l. yzabal",1
"la jolla bay",1
"lago amatitlan",1
"lago ascotan",1
"lago de managua",1
"lago de nicaragua",1
"lago de valencia",1
"lago hatun (lucre)",1
"lago huapyo",1
"lago huatana",1
"lago maximo",1
"lagoa feia",1
"lagoon hornito",1
"lagu lagu creek",1
"laguna apoyo",1
"laguna castellano",1
"laguna de bay",1
"laguna de los pavones",1
"laguna ipoa drainage",1
"laguna langui",1
"laguna pied la cuesta",1
"laguna sofia",1
"lagunita",1
"lake alftavatn",1
"lake alpine",1
"lake berryessa",1
"lake bonnet",1
"lake buller merri",1
"lake champlain",1
"lake chini",1
"lake crescent",1
"lake eldora",1
"lake ezanga",1
"lake fu-shien",1
"lake ganzirri",1
"lake genoa",1
"lake golac",1
"lake hennessey",1
"lake hood",1
"lake huro",1
"lake inle",1
"lake itaipu",1
"lake laguinita",1
"lake leonard",1
"lake manzalah",1
"lake mcleod",1
"lake mikata",1
"lake miltona",1
"lake mojave",1
"lake monroe",1
"lake monroe.",1
"lake monroe:",1
"lake no. 1",1
"lake of woods",1
"lake ohridsko",1
"lake patria",1
"lake powell",1
"lake scutari",1
"lake tahoe drainage; blackwood cr.",1
"lake tanganyika ?",1
"lake union locks",1
"lake waha",1
"lake washington drainage",1
"lamarck lake",1
"lampasas riv.",1
"lang lang r.",1
"langogan r.",1
"las animas bay",1
"las trampas cr.",1
"lassen cr.",1
"lefthand creek",1
"lekoudi basin; joumini r.",1
"lena r.",1
"leonard lake",1
"letnik lake",1
"letthand creek",1
"lexington reservoir",1
"limantour bay",1
"limentour bay",1
"limon bay",1
"limon creek",1
"little & big dry forks",1
"little bitter lake",1
"little colorado r.",1
"little harbor",1
"little island lake",1
"little kern r.",1
"little kern r. basin; soda creek",1
"little kern r. basin; tamarack creek",1
"little missouri river",1
"little otter cr.",1
"little stream",1
"little uvas cr.",1
"lk. malawi, monkey bay",1
"loch calder",1
"lodden river",1
"lokunje r. system; bikui r.",1
"lokunje r. system; lokunje r.",1
"lolima r.",1
"long island sound",1
"long lake",1
"look sambang bay",1
"loomakei stream",1
"loon lake",1
"los angeles bay",1
"los angeles riv.",1
"louros r.",1
"low, deep cut-(?) tidepool",1
"lower alkali lake",1
"lower amazon basin",1
"lower bull canyon cr.",1
"lower chatham strait",1
"lower echo lake",1
"lower eel r.",1
"lower juba r.",1
"lower kathleen lake",1
"lower lagunitas cr.",1
"lower lake",1
"lower maranon r.",1
"lower r. bopi",1
"lower south fork scott r.",1
"lower thumb r.; karluk lake",1
"lower wabash basin; bean blossom cr.",1
"lower wabash r. basin; west fork white r.",1
"luapula-congo r. basin",1
"luck lake",1
"lupar basin; confluence of sungai delok",1
"lyall bay",1
"lynches river drainage; camp branch",1
"maacama cr.",1
"mad r. basin; lindsay cr.",1
"mad river",1
"mad river; great miami river drainage; beaver creek",1
"mad river; great miami river drainage; kings creek",1
"madang megiar harbor",1
"madeira r.",1
"madeira r. basin; little r. negro",1
"madera canal",1
"mae klong r.",1
"mae nam chao phraya",1
"mae nam khwae noi basin",1
"magabba (?) riv.",1
"magdalena r. basin; r. magdalena ?",1
"magdelena bay",1
"magela creek",1
"maggie cr. drainage; beaver r.",1
"mahala cr.",1
"mahanadi r. drainage",1
"malakal channel",1
"malapaya sound",1
"mallo pass cr.",1
"malspina stream",1
"man of way bay",1
"mangoro r.",1
"mantaro r.",1
"mantugil r..",1
"manzanillo bay",1
"mar del plata",1
"maracaibo",1
"maracaibo basin; r. barregas",1
"maracaibo basin; r. machango",1
"maracaibo basin; r. negro",1
"maranon r.",1
"marau sound",1
"marchesa bay",1
"marowijne (gran) creek",1
"marys r.",1
"marys river",1
"mattole r.",1
"matucana r.",1
"maumee r.",1
"mayakka r.",1
"mayfield cr.",1
"mccloud r. basin; black fox mt. spring",1
"mccloud r. basin; edson cr.",1
"mccloud r. drainage; tate cr.",1
"mckenzie r. basin; gate cr.",1
"mcmurdo sound (??)",1
"mcquesten river",1
"mediterranean sea",1
"mekong",1
"mekong r. system",1
"mekong river",1
"mekong river basin; mekong river & tributaries",1
"mekoryuk r.",1
"menam mun",1
"meng r. system; tibati lake",1
"merced r.",1
"merced r. basin; east piney cr.",1
"merced r., n. fork",1
"meta river basin",1
"middle alkali lake",1
"middle harbour",1
"middle river",1
"middle rocky basin lake",1
"milcov river",1
"miller lake",1
"mindoro strait",1
"minnow creek",1
"minter cr.",1
"miramontes beach (moss beach)",1
"mississippi basin; illinois river",1
"mississippi basin; long river",1
"mississippi basin; north fork white river",1
"mississippi r. basin; center cr.",1
"mississippi r. basin; nest lake",1
"mississippi r. basin; white r.",1
"mississippi r. drainage; l. repin",1
"mississippi r. drainage; lake creek",1
"mississippi r. system; poplar r.",1
"mississippi r. system; spring branch",1
"mississippi r. system; spring creek",1
"mississippi river system; pomme de terre river",1
"missouri r. system; missouri r.",1
"mocamedes harbor",1
"moccasin creek",1
"moctezuma r.",1
"mohave river",1
"moheji r.",1
"mokelumne r.",1
"moldova r.",1
"mono lake",1
"montague strait",1
"montejo bay",1
"monterey bay drainage; elkhorn slough",1
"monterey submarine canyon",1
"montery bay",1
"montezuma slough",1
"moore creek (napa r.)",1
"moro gulf",1
"motusa bay",1
"mouth of rio dagua",1
"msikaba r.",1
"muar r. basin; muar r.",1
"mud creek",1
"muir inlet",1
"munyaga r.",1
"murchison r.",1
"murcielago bay.",1
"mures r.",1
"mures riv.",1
"murray river",1
"mutsu bay.",1
"n. e. gulf of mexico",1
"n. end of macassar str.",1
"nacimiento river",1
"nagara r.",1
"nagura bay",1
"nai phyin chi myit r.",1
"naknek lake",1
"naknek r.",1
"naknek r. basin; brooks r.",1
"naknek r. system; brooks lake",1
"naknek r. system; idavain lake",1
"navidad bay",1
"ne bering sea/chukchi sea",1
"ne okhotsk sea",1
"neh r. (pilen neh)",1
"nelson cr.",1
"nera r.",1
"nestucca r.",1
"neuse r. basin; neuse r.",1
"new melones res.",1
"new r.",1
"niagara falls",1
"niah r.",1
"niger river basin; niger river",1
"niger river drainage",1
"nile r. basin",1
"niobrara r. basin",1
"nishi-betsu r.",1
"noosa r.",1
"north creek",1
"north fork mad r.",1
"north fork salmonberry r.",1
"north fork sweet r.",1
"novato reservoir",1
"nw gulf of mexico",1
"nyong river system; mfunde river",1
"oakes bay",1
"oakland lake",1
"obama bay",1
"off pt. lobos",1
"off san nicolas i.",1
"off santa rosa i.",1
"ogok strait",1
"ohio river",1
"okanagan lake",1
"oklawaha r.",1
"okoi r.",1
"old r. (?)",1
"old tim cr.",1
"olema cr.",1
"olsen bay",1
"olsen bay cr.",1
"oneida lake",1
"orinoco basin",1
"orinoco drainage ?; laguna los laureles",1
"orinoco r. basin; amature r.",1
"orinoco r. basin; cano muco",1
"orinoco r. basin; cano mulo",1
"orinoco r. basin; casiquiare",1
"orinoco r. basin; r. arature",1
"orinoco r. basin; r. guarico & tributaries",1
"oswego r.",1
"owens r.",1
"owyhee r. system; deep cr.",1
"pacific ocean",1
"pago pago harbor",1
"pahang drainage",1
"pailolo channel",1
"pajaro r. basin; llagas cr.",1
"pajaro river drainage",1
"palk strait",1
"palo alto yacht harbor",1
"paluan bay",1
"panabutan bay",1
"panama bay, gulf of panama",1
"paoapao bay",1
"paper mill cr.",1
"papermill creek",1
"paradise cr.",1
"paradise dam",1
"parana/ de la plata r. drainage",1
"parana/de la plata basin; rio tiete",1
"passakudah bay",1
"patang padang river",1
"patia r. basin",1
"payao lake",1
"peavine cr.",1
"pechelin drainage; pechelin",1
"peconic bay",1
"pee dee river drainage; back swamp",1
"pee dee river drainage; negro lake run",1
"penn cr.",1
"peoria creek",1
"pescadero cr.",1
"pescadero creek",1
"peters or schrader lake",1
"pevas cano",1
"pickle jar lakes (no. 3)",1
"piedra blanca bay",1
"pillar pt. harbor",1
"pillsbury lake",1
"pine cr.",1
"pine island sound",1
"pipe creek",1
"pirapora r.",1
"piscadero bay",1
"pit r. or squaw cr.",1
"pit river",1
"pleasant valley lake no. 1",1
"poganis river",1
"pogo bay",1
"pond",1
"pool",1
"poor man's creek",1
"popote bay",1
"porac r.",1
"prahove r. drainage",1
"prairie creek",1
"prince wm. sound",1
"prosser cr.",1
"pt. mugu lagoon",1
"puerto banda",1
"puerto princesa bay",1
"putah creek drainage; capell cr.",1
"puyallup river",1
"pyramid lake drainage",1
"qom r.",1
"quebrada charala",1
"quebrada chimbe (chimbi?)",1
"quebrada de arguello",1
"quebrada de chamisal",1
"quebrada de horizonte",1
"quebrada de la raya",1
"quebrada de la ropero",1
"quebrada de san joaquin",1
"quebrada de siachia",1
"quebrada goagira",1
"quebrada homo",1
"quebrada lubaja",1
"quebrada naranjal",1
"quebrada sumico",1
"quebrada sumuco",1
"quebrada zipaquira",1
"quinault lake",1
"r. abacon",1
"r. abirregas",1
"r. almendares basin; r. almendares",1
"r. alpargaton",1
"r. amazonas basin; alemquer pond",1
"r. amazonas basin; creek",1
"r. amazonas basin; igarape",1
"r. amazonas basin; igarape do ajamuri",1
"r. amazonas basin; igarape do mai joana",1
"r. amazonas basin; l. grande de manacapuru",1
"r. amazonas basin; l. hyanuary",1
"r. amazonas basin; lago grande (do villa franco)",1
"r. amazonas basin; lago grande do villa franca",1
"r. amazonas basin; lago pocobamba",1
"r. amazonas basin; lago yanamate",1
"r. amazonas basin; lower beni r.",1
"r. amazonas basin; maripicru creek",1
"r. amazonas basin; pond",1
"r. amazonas basin; r. apurimac",1
"r. amazonas basin; r. guapore",1
"r. amazonas basin; r. itaya",1
"r. amazonas basin; r. jurua",1
"r. amazonas basin; r. puinaqua",1
"r. amazonas basin; r. santiago",1
"r. amazonas basin; r. taruma",1
"r. amazonas basin; r. xingu",1
"r. amazonas basin; rio alto maranon & creek trib.",1
"r. amazonas basin; rio ampiyacu",1
"r. amazonas basin; rio arinos",1
"r. amazonas basin; rio chupape",1
"r. amazonas basin; rio guapore",1
"r. amazonas basin; rio huallaga",1
"r. amazonas basin; rio jufari",1
"r. amazonas basin; rio machupo",1
"r. amazonas basin; rio nanay",1
"r. amazonas basin; rio pacaya (upstream)",1
"r. amazonas basin; rio puinagua ???",1
"r. amazonas basin; rio yanahuanca valley ??",1
"r. amazonas basin; small creek into lago junin",1
"r. amazonas basin; tusi creek",1
"r. amazonas basin; upper r. orteguaza",1
"r. ampiyacu basin; cano del chancho",1
"r. andira",1
"r. apa",1
"r. apure basin",1
"r. aruza",1
"r. atoyac drainage",1
"r. atrato basin; rio raspadura",1
"r. atrato basin; truando r.",1
"r. baria basin; r. mawarinuma",1
"r. battor",1
"r. bega",1
"r. bistra-marului",1
"r. cacequi",1
"r. calder",1
"r. calima",1
"r. calima basin",1
"r. calleria",1
"r. calobre",1
"r. camaguam",1
"r. caminague",1
"r. caminaque",1
"r. capus",1
"r. caras",1
"r. catu",1
"r. cautin",1
"r. chacaito",1
"r. chagres",1
"r. chagres basin; limon creek",1
"r. chama drainage; r. barregas",1
"r. chanchomayo",1
"r. chimbo basin; r. chanchan",1
"r. chiquinquira",1
"r. colorado basin",1
"r. colorado basin; gila r.",1
"r. comberciato",1
"r. conejos",1
"r. copiapo basin",1
"r. corocoro.",1
"r. cuogotes",1
"r. cussis basin; r. las petas",1
"r. d'oro",1
"r. danube",1
"r. das mongubas",1
"r. daule basin",1
"r. de aguascalientes",1
"r. de azangaro",1
"r. de fosco",1
"r. de ilave",1
"r. de juli",1
"r. de las animas perdidas",1
"r. de las canyas",1
"r. de molina",1
"r. de molino",1
"r. de pazna",1
"r. de poopo",1
"r. de tiahuanaco basin",1
"r. del penon de covadonga",1
"r. durango",1
"r. el pilar",1
"r. espejo",1
"r. feio",1
"r. florida",1
"r. foulness drainage; drain lane",1
"r. frijoles",1
"r. fuku",1
"r. gatun",1
"r. gonzales",1
"r. grande",1
"r. grande basin; r. pecos",1
"r. grande del norte",1
"r. grijalva",1
"r. guadrigua",1
"r. guaire",1
"r. guapore/itenez",1
"r. guasco",1
"r. guataparo",1
"r. guigue",1
"r. guiria",1
"r. honda",1
"r. honda basin; r. tabacotiado",1
"r. iguacu (iguassu,iguazu)",1
"r. ilave",1
"r. isonzo basin; idrija r.",1
"r. itaya",1
"r. jequetepeque system; r. jequetepeque",1
"r. juchipila",1
"r. juquia",1
"r. jurua",1
"r. losguayos",1
"r. machupo",1
"r. magdalena basin ; quebrada mararari",1
"r. magdalena basin ; rio magdalena",1
"r. magdalena basin ; rio san gil",1
"r. mamore",1
"r. manamo basin; r. tigre",1
"r. maracaibo basin; r. san juan",1
"r. maranhao basin",1
"r. maranon or r. ucayali",1
"r. marguarita",1
"r. maullin drainage; r. arenas",1
"r. mauri",1
"r. mendoza",1
"r. mendoza basin",1
"r. mesquital basin; r. de santiago",1
"r. meta basin",1
"r. milcov",1
"r. mira basin",1
"r. mocorito",1
"r. moctezuma",1
"r. mogotes",1
"r. moldova",1
"r. nara",1
"r. nazas",1
"r. negro basin ; lago nahuel huapi",1
"r. negro basin ; r. cuieiras",1
"r. nera",1
"r. nidd",1
"r. olt drainage",1
"r. paiaia",1
"r. panuco drainage",1
"r. papgiao",1
"r. paraguay basin; bahia negra",1
"r. paraiba drainage; r. paraiba",1
"r. parana basin ; r. asuncion",1
"r. parana basin ; r. iguassu",1
"r. parana basin ; r. jauru",1
"r. parana basin ; r. otuquis",1
"r. parana basin; rio paraguay",1
"r. parana/de la plata drainage",1
"r. paranapora",1
"r. paria grande",1
"r. perdido",1
"r. piaxtla drainage; r. miravalle",1
"r. pilcomayo",1
"r. portuguesa drainage",1
"r. presidio system; r. tabacotiado",1
"r. preto",1
"r. puente",1
"r. purus",1
"r. quininde",1
"r. remac",1
"r. rimac",1
"r. saldana",1
"r. san antonio",1
"r. san geronimo",1
"r. san rafael",1
"r. santa cruz basin; r. santo domingo",1
"r. santa maria",1
"r. santiago",1
"r. simeto",1
"r. skerne",1
"r. sordo",1
"r. tamana",1
"r. tehuantepec",1
"r. telembi basin",1
"r. tiahuanacu",1
"r. tingo",1
"r. tocantins basin; corrego lambari",1
"r. tocantins basin; corrego tucum",1
"r. tocantins basin; lago",1
"r. tocantins basin; lago francisquinha",1
"r. tocantins basin; lagoa campinas",1
"r. togoroma",1
"r. tonto",1
"r. truando basin",1
"r. truchas basin; san ignacio cr.",1
"r. tunjuelo",1
"r. unbante basin",1
"r. urama",1
"r. urubamba basin; r. comberciato",1
"r. uruguay basin; r. uruguay",1
"r. uruguay system",1
"r. vigirima",1
"r. villeta",1
"r. virgh's",1
"r. yanamayo",1
"r. yaqui",1
"r. zanateneo",1
"r. zhorkin",1
"raisin r. basin; pickerel lake",1
"raisin r. basin; wolf cr.",1
"rappahannock r.",1
"rasal river drainage",1
"raspberry strait",1
"rattlesnake cr.",1
"ravenna cr.",1
"red creek",1
"red r. basin; qu'appelle r.",1
"red r. of north",1
"red r. system; qu'appelle r.",1
"red river",1
"red river basin",1
"reed creek",1
"repulse bay",1
"reservoir creek",1
"revolon slough",1
"rewa r.",1
"richards bay",1
"rideau canal",1
"rifle cr.",1
"rio 'enchantada' (encantada?)",1
"rio almendares drainage; rio almendares",1
"rio amazonas",1
"rio asayo",1
"rio balsas basin; rios balsas & cocula",1
"rio bayamon",1
"rio bayano basin; pool in small stream",1
"rio boqueron",1
"rio branco",1
"rio calle calle basin; rio calle calle & tributaries",1
"rio chagres drainage",1
