"Typestatus","Count"
"",3539
"paratype of <a href=""http://arctos.database.museum/name/astyanax essequibensis"">astyanax essequibensis</a>, page 17 in <a href=""http://arctos.database.museum/publication/10007283"">eigenmann 1909</a>",2
"paratype of <a href=""http://arctos.database.museum/name/characidium vintoni"">characidium vintoni</a>, page 36 in <a href=""http://arctos.database.museum/publication/10007282"">durbin 1909</a>; paratype of <a href=""http://arctos.database.museum/name/characidium vintoni"">characidium vintoni</a>, page 36 in <a href=""http://arctos.database.museum/publication/10007283"">eigenmann 1909</a>",2
"voucher of <a href=""http://arctos.database.museum/name/gambusia nobilis"">gambusia nobilis</a>, page 460 in <a href=""http://arctos.database.museum/publication/10007281"">echelle and echelle 1986</a>",2
"paratype of <a href=""http://arctos.database.museum/name/hyphessobrycon stictus"">hyphessobrycon stictus</a>, page 71 in <a href=""http://arctos.database.museum/publication/10007282"">durbin 1909</a>",1
"paratype of <a href=""http://arctos.database.museum/name/leuciscus evermanni"">leuciscus evermanni</a>, page 226 in <a href=""http://arctos.database.museum/publication/10007145"">juday 1904</a>",1
