"Continent","Count"
"usa",2448
"guy",259
"phl",58
"jpn",27
"ken",26
"mex",22
"can",19
"twn",16
"zwe",13
"bwa",11
"gbr",11
"prt",10
"zaf",10
"per",7
"egy",6
"moz",6
"ven",6
"gtm",4
"pry",3
"aut",2
"deu",2
"fra",1
"hti",1
"nam",1
"nor",1
"sdn",1
