USNM,292932
UF,77150
CAS,131500
TU,159000
UMMZ,164557
LACM,135000
MCZ,87460
UWFC,21426
ANSP,113600
SIO,70000
INHS,56000
FMNH,103547
OSM,74888
UAIC,57000
CU,60000
NCSM,6000
AUM,26000
MMNS,13000
TNHC,19000
OKMNH,20000
KU,22394
TCWC,70000
BPBM,34000
JFBM,24500
YPM,9800
OS,12300
LSUMZ,9565
UAM,3188
MSUM,1600
ARK,1793
UWZM,9800
UCM,1253
SBMNH,NA
FSUCML,NA
CSUC,NA
WNMU,NA
UTEP,NA
SUI,NA
