UWFC,150000
TU,5900000
UMMZ,3104903
LACM,2000000
USNM,3000000
UF,758950
OKMNH,200000
KU,323672
ANSP,1500000
SIO,1700000
TNHC,297083
CAS,1600000
CU,1100000
UAIC,818000
MMNS,100000
NCSM,45000
INHS,600000
FMNH,1700000
TCWC,200000
AUM,600000
OSM,1059429
JFBM,195000
LSUMZ,227238
YPM,33180
MCZ,953000
ARK,62395
OS,180000
BPBM,480000
UWZM,10005
UAM,3296
UCM,1270
FSUCML,NA
CSUC,NA
SBMNH,NA
WNMU,NA
UTEP,NA
SUI,NA
MSUM,NA
