"Family","Count"
"cyprinidae",2356
"centrarchidae",859
"cottidae",345
"percidae",268
"esocidae",211
"ictaluridae",200
"moronidae",133
"salmonidae",102
"lepisosteidae",34
"gobiidae",25
"clupeidae",22
"poeciliidae",17
"petromyzontidae",15
"osmeridae",13
"gasterosteidae",1
