"Typestatus","Count"
"voucher of hyporhamphus sajori",2
"voucher of ichthyoelephas humeralis| figured of ichthyoelephas humeralis",2
"voucher of idiacanthus fasciola",2
"voucher of kali indica",2
"voucher of kali macrura",2
"voucher of laemonema laureysi",2
"voucher of lampadena chavesi",2
"voucher of lampadena luminosa",2
"voucher of lampanyctus photonotus",2
"voucher of lampanyctus vadulus",2
"voucher of lamprogrammus niger",2
"voucher of lamprologus werneri",2
"voucher of lepidophanes gaussi",2
"voucher of lepophidium jeannae",2
"voucher of leptocypris weynsii",2
"voucher of limnochromis auritus",2
"voucher of loricaria cataphracta",2
"voucher of luvarus imperialis",2
"voucher of manta birostris",2
"voucher of micropterus salmoides",2
"voucher of myctophum phengodes",2
"voucher of naso",2
"voucher of notolychnus valdiviae",2
"voucher of notoscopelus caudispinosus",2
"voucher of nyassachromis leuciscus",2
"voucher of oncorhynchus clarki stomias",2
"voucher of ophthalmotilapia nasuta",2
"voucher of oreochromis esculentus",2
"voucher of otopharynx argyrosoma",2
"voucher of pachypops fourcroi",2
"voucher of paracanthocobitis mackenziei",2
"voucher of paracanthocobitis mooreh",2
"voucher of parodon caliensis",2
"voucher of percina copelandi x percina caproides",2
"voucher of petromyzon marinus",2
"voucher of petrotilapia",2
"voucher of photonectes",2
"voucher of photonectes braueri",2
"voucher of photonectes margarita",2
"voucher of plecodus paradoxus",2
"voucher of polyipnus polli",2
"voucher of poromitra frontosa| syntype of melamphaes frontosus",2
"voucher of prochilodus argenteus",2
"voucher of prochilodus rubrotaeniatus",2
"voucher of psectrogaster amazonica",2
"voucher of psectrogaster falcata",2
"voucher of pseudogramma gregoryi",2
"voucher of pseudoscopelus altipinnis",2
"voucher of ranzania laevis",2
"voucher of regalecus russellii",2
"voucher of saccodon wagneri",2
"voucher of salmo salar",2
"voucher of sanopus barbatus",2
"voucher of saurida brasiliensis",2
"voucher of schizodon knerii",2
"voucher of scopelarchus analis",2
"voucher of scopelogadus beanii",2
"voucher of scutengraulis mystax",2
"voucher of stegostoma fasciatum",2
"voucher of sternarchorhynchus mormyrus",2
"voucher of sternopygus obtusirostris",2
"voucher of stomias boa ferox",2
"voucher of stylephorus chordatus",2
"voucher of symbolophorus boops",2
"voucher of symbolophorus evermanni",2
"voucher of symbolophorus kreffti",2
"voucher of symbolophorus rufinus",2
"voucher of synodus synodus",2
"voucher of taaningichthys bathyphilus",2
"voucher of telmatochromis dhonti",2
"voucher of thrissocles dussumieri",2
"voucher of tridensimilis brevis",2
"voucher of umbra limi",2
"voucher of yssichromis argens",2
"additional material of alectrias benjamini",1
"additional material of alosa aestivalis",1
"additional material of astronesthes kreffti| figured of astronesthes kreffti",1
"additional material of bolinichthys nikolayi",1
"additional material of brachyhypopomus brevirostris",1
"additional material of brycon falcatus",1
"additional material of brycon ferox",1
"additional material of brycon gouldingi",1
"additional material of brycon hilarii",1
"additional material of brycon orbignyanus",1
"additional material of brycon orthotaenia",1
"additional material of brycon vermelha",1
"additional material of brycon vonoi",1
"additional material of callanthias ruber",1
"additional material of carapus acus",1
"additional material of catostomus commersonii",1
"additional material of chalinura simula",1
"additional material of champsodon snyderi| voucher of champsodon snyderi",1
"additional material of couesius plumbeus",1
"additional material of curimata macrops",1
"additional material of cyprinus carpio",1
"additional material of dorosoma cepedianum",1
"additional material of erotelis valenciennesi",1
"additional material of eustomias bituberoides",1
"additional material of fluviphylax zonatus",1
"additional material of gigantactis elsmani",1
"additional material of hexanchus vitulus",1
"additional material of laemonema goodebeanorum",1
"additional material of lamprologus tigripictilis",1
"additional material of lepophidium inca",1
"additional material of lepophidium prorates",1
"additional material of leporinus cylindriformis| voucher of leporinus cylindriformis| holotype of leporinus cylindriformis",1
"additional material of linophryne pennibarbata",1
"additional material of lophiodes beroe",1
"additional material of luxilus cornutus",1
"additional material of maurolicus javanicus",1
"additional material of maurolicus muelleri",1
"additional material of melanostomias",1
"additional material of monopterus cuchia",1
"additional material of mycteroperca xenarcha",1
"additional material of nansenia ardesiaca",1
"additional material of nansenia tenera",1
"additional material of notemigonus crysoleucas",1
"additional material of notropis bifrenatus",1
"additional material of notropis volucellus",1
"additional material of ophidion marginatum",1
"additional material of orestias ascotanensis",1
"additional material of oxyropsis acutirostra",1
"additional material of pagellus caninus",1
"additional material of paracanthocobitis zonalterans",1
"additional material of phoxinus eos",1
"additional material of pimephales anuli",1
"additional material of pimephales notatus",1
"additional material of pimephales promelas",1
"additional material of potamotrygon circularis",1
"additional material of potamotrygon laticeps",1
"additional material of pseudorasbora monstrosa",1
"additional material of pseudoscopelus altipinnis| voucher of pseudoscopelus altipinnis",1
"additional material of pseudoscopelus australis",1
"additional material of pseudoscopelus piebartus",1
"additional material of pseudosphromenus cupanus",1
"additional material of pyramodon lindas",1
"additional material of rhinichthys atratulus",1
"additional material of rhinichthys cataractae",1
"additional material of rivulus montium",1
"additional material of sagamia russula",1
"additional material of semotilus corporalis",1
"additional material of springeria folirostris| voucher of anacanthobatis (springeria) folirostris",1
"additional material of symphurus",1
"additional material of xenocypris compressus",1
"cotype of sardinia pseudohispanica",1
"erroneous citation of chiasmodon niger",1
"erroneous citation of epigonus",1
"erroneous citation of lepophidium crossotum",1
"erroneous citation of noturus munitus",1
"erroneous citation of ophisternon bengalensis",1
"erroneous citation of polyipnus clarus",1
"erroneous citation of squalus acanthias",1
"erroneous citation of sympterygia acuta",1
"figured of abramites hypselonotus",1
"figured of aetomylaeus maculatus",1
"figured of aldrovandia",1
"figured of alepisaurus brevirostris",1
"figured of alepisaurus| voucher of alepisaurus",1
"figured of anacanthobatis (springeria) folirostris| voucher of anacanthobatis (springeria) folirostris",1
"figured of anarhichas lupus",1
"figured of apogon striatus",1
"figured of apristurus manis",1
"figured of astronesthes niger",1
"figured of astyanax mexicanus",1
"figured of bathypterois longipes",1
"figured of bathysaurus ferox",1
"figured of benthosema glaciale",1
"figured of brycon ferox",1
"figured of brycon insignis",1
"figured of brycon opalinus",1
"figured of callorhinchus tritoris",1
"figured of caranx crysos",1
"figured of carcharodon carcharias",1
"figured of cataetyx",1
"figured of cephaloscyllium umbratile",1
"figured of cestracion tiburo",1
"figured of cestracion zygaena",1
"figured of chaenophryne draco",1
"figured of chaenophryne ramifera",1
"figured of champsodon atridorsalis",1
"figured of champsodon longipinnis| voucher of champsodon longipinnis",1
"figured of chauliodus sloani",1
"figured of chaunax pictus",1
"figured of cheilio inermis",1
"figured of chimaera monstrosa",1
"figured of chlopsis bicolor",1
"figured of coelorinchus ventrilux",1
"figured of coryphaenoides armatus",1
"figured of curimatus macrops| paralectotype of curimatus macrops",1
"figured of dasyatis guttata",1
"figured of dasybatus guttatus",1
"figured of diaphus anderseni",1
"figured of diaphus diademophilus",1
"figured of diaphus dumerilii",1
"figured of diaphus fragilis",1
"figured of diaphus holti",1
"figured of diaphus kapalae",1
"figured of diaphus luetkeni",1
"figured of diaphus minax",1
"figured of diaphus parri",1
"figured of diaphus phillipsi",1
"figured of diaphus regani",1
"figured of diaphus splendidus",1
"figured of diaphus termophilus",1
"figured of diaphus thiollierei",1
"figured of dolichopteryx longipes",1
"figured of dolichopteryx rostrata",1
"figured of elagatis bipinnulata",1
"figured of encheliophis sagamianus",1
"figured of eustomias triramis",1
"figured of eustomias xenobolus",1
"figured of evermannella balbo",1
"figured of gadomus",1
"figured of galeocerdo arcticus",1
"figured of gephyrocharax caucanus",1
"figured of ginglymostoma cirratum",1
"figured of gobius hemigymnus| holotype of gobius hemigymnus",1
"figured of hemirhamphodon kuekenthali",1
"figured of hemitilapia oxyrhynchus",1
"figured of heptranchias perlo",1
"figured of heteroscymnus longus",1
"figured of huso huso",1
"figured of hygophum hygomii",1
"figured of hygophum macrochir",1
"figured of hymenocephalus atterrimus",1
"figured of hymenocephalus billsam",1
"figured of hypoplectrus indigo",1
"figured of hypoplectrus nigricans",1
"figured of hypoplectrus randallorum",1
"figured of jeboehlkia gladifer",1
"figured of lagiacrusichthys macropinnis",1
"figured of lamna nasus",1
"figured of leporinus jamesi| holotype of leporinus jamesi| voucher of leporinus jamesi",1
"figured of leptobrotula",1
"figured of leptochilichthys agassizii",1
"figured of leuciscus croceus",1
"figured of leuciscus obesus",1
"figured of leuciscus prolixus",1
"figured of liparis coheni",1
"figured of liparis fabricii",1
"figured of lobianchia dofleini",1
"figured of lobianchia gemellarii",1
"figured of lophius americanus",1
"figured of loweina rara",1
"figured of luvarus imperialis",1
"figured of malacocephalus occidentalis",1
"figured of malacosteus niger| voucher of malacosteus niger",1
"figured of malacosteus| voucher of malacosteus niger",1
"figured of manducus greyae",1
"figured of masturus lanceolatus| voucher of masturus lanceolatus",1
"figured of microstoma microstoma",1
"figured of mitsukurina owstoni",1
"figured of mobula hypostoma",1
"figured of mustelus norrisi",1
"figured of mustelus schmidti",1
"figured of myctophum obtusirostre",1
"figured of myctophum punctatum",1
"figured of myliobatis aquila",1
"figured of myripristinae| voucher of holocentrinae",1
"figured of nandopsis haitiensis",1
"figured of nannobrachium cuprarium",1
"figured of narcacion marmoratus",1
"figured of narcine brasiliensis",1
"figured of naucrates ductor",1
"figured of neocyttus helgae",1
"figured of nezumia cyrano",1
"figured of notropis amnis amnis",1
"figured of odontaspis taurus",1
"figured of ophisternon bengalensis",1
"figured of orectolobus japonicus",1
"figured of pachystomias microdon",1
"figured of paracanthocobitis mooreh",1
"figured of paracheirodon axelrodi",1
"figured of paracheirodon innesi",1
"figured of photonectes margarita",1
"figured of photostomias",1
"figured of polyipnus limatulus",1
"figured of pristiophorus japonicus",1
"figured of pristis microdon",1
"figured of pronotogrammus aureorubens",1
"figured of pronotogrammus martinicensis",1
"figured of pseudoscopelus astronesthidens",1
"figured of pseudoscopelus piebartus",1
"figured of pseudoscopelus scriptus",1
"figured of pteroplatea altavela",1
"figured of pteroplatea micrura",1
"figured of rachycentron canadum",1
"figured of raia senta",1
"figured of raja diaphanes",1
"figured of raja eglanteria",1
"figured of raja erinacea",1
"figured of raja fusca",1
"figured of raja kenojei",1
"figured of retropinna retropinna",1
"figured of rhina californica",1
"figured of rhinoptera lalandii",1
"figured of rhinoptera marginata",1
"figured of rhinoptera quadriloba",1
"figured of rhynchobatus djeddnsis",1
"figured of rita rita",1
"figured of rypticus saponaceus",1
"figured of sagamichthys",1
"figured of schizodon fasciatus",1
"figured of scoliodon longurio",1
"figured of selar crumenophthalmus",1
"figured of selaroides leptolepis",1
"figured of seriola fasciata",1
"figured of siganus",1
"figured of snyderidia canina",1
"figured of somniosus microcephalus",1
"figured of sphagemacrurus",1
"figured of sphagemacrurus grenadae",1
"figured of squalus acanthias",1
"figured of squalus americanus",1
"figured of stemonosudis siliquiventer",1
"figured of sternarchorhynchus curvirostris| voucher of sternarchorhynchus curvirostris",1
"figured of thuliopiaba pycnodon",1
"figured of tomicodon zebra",1
"figured of torpedo californica",1
"figured of torpedo nobiliana",1
"figured of trigonolampa miriceps",1
"figured of uraptera agassizii",1
"figured of urobatis sloani",1
"figured of urotrygon aspidurus",1
"figured of urotrygon mundus",1
"figured of zanclus cornutus",1
"figured of zu cristatus",1
"genetic voucher of bathylagus euryops",1
"genetic voucher of benthosema glaciale",1
"genetic voucher of bolinichthys indicus",1
"genetic voucher of carcharhinus plumbeus",1
"genetic voucher of centrobranchus nigroocellatus",1
"genetic voucher of centroscyllium fabricii",1
"genetic voucher of centroscymnus coelolepis",1
"genetic voucher of cetomimus craneae",1
"genetic voucher of diaphus effulgens",1
"genetic voucher of etmopterus gracilispinis",1
"genetic voucher of etmopterus princeps",1
"genetic voucher of fundulus diaphanus",1
"genetic voucher of gonichthys cocco",1
"genetic voucher of gyrinomimus",1
"genetic voucher of gyrinomimus bruuni",1
"genetic voucher of gyrinomimus myersi",1
"genetic voucher of lampadena speculigera",1
"genetic voucher of lampanyctus macdonaldi",1
"genetic voucher of lepidophanes guentheri",1
"genetic voucher of melamphaes suborbitalis",1
"genetic voucher of myctophum affine",1
"genetic voucher of notoscopelus caudispinosus",1
"genetic voucher of pontinus rathbuni",1
"genetic voucher of squalus cubensis",1
"holotype (ms) of boleosoma tenue",1
"holotype (ms) of brienomyrus",1
"holotype (ms) of careproctus",1
"holotype (ms) of colomesus",1
"holotype (ms) of hylopanchax",1
"holotype (ms) of marcusenius",1
"holotype (ms) of mormyridae",1
"holotype (ms) of mormyrops",1
"holotype (ms) of paraliparis",1
"holotype (ms) of pseudochalceus",1
"holotype (ms) of virilia",1
"holotype of acanthidium aciculatum",1
"holotype of acanthidium hystricosum",1
"holotype of acanthidium rostratum",1
"holotype of acanthonus spinifer",1
"holotype of acanthurus fasciatus",1
"holotype of acanthurus rostratus",1
"holotype of acanthurus tractus| holotype of acanthurus tractus",1
"holotype of acentronichthys leptos",1
"holotype of acestrocephalus boehlkei",1
"holotype of acestrorhynchus altus",1
"holotype of achiropsis asphyxiatus",1
"holotype of achirus garmani",1
"holotype of acipenser (antaceus) agassizii",1
"holotype of acipenser (antaceus) alexandri",1
"holotype of acipenser (antaceus) buffalo",1
"holotype of acipenser (antaceus) caryi",1
"holotype of acipenser (antaceus) cincinnati",1
"holotype of acipenser (antaceus) oligopeltis",1
"holotype of acipenser (antaceus) putnami",1
"holotype of acipenser (huso) anasimos",1
"holotype of acipenser (huso) atelaspis",1
"holotype of acipenser (huso) copei",1
"holotype of acipenser (huso) dekayi",1
"holotype of acipenser (huso) gillii",1
"holotype of acipenser (huso) girardi",1
"holotype of acipenser (huso) holbrookii",1
"holotype of acipenser (huso) megalaspis",1
"holotype of acipenser (huso) microrhynchus",1
"holotype of acipenser (huso) nertinianus",1
"holotype of acipenser (huso) paranasimos",1
"holotype of acipenser (huso) rafinesquii",1
"holotype of acipenser (huso) rauchii",1
"holotype of acipenser (huso) storeri",1
"holotype of acipenser carbonarius",1
"holotype of acipenser rhynchaeus",1
"holotype of acrossocheilus schroederi",1
"holotype of ageneiosus atronasus",1
"holotype of ahynnodontophis rosaliae| figured of ahynnodontophis rosaliae",1
"holotype of aldrovandia gracilis| lectotype of aldrovandia gracilis",1
"holotype of aldrovandia gracilis| voucher of aldrovandia pallida",1
"holotype of alepocephalus agassizii",1
"holotype of alestes comptus",1
"holotype of alosa cyanonoton",1
"holotype of alutera armata",1
"holotype of amphilius zairensis",1
"holotype of amphiprion mauritiensis",1
"holotype of amplova jamesi",1
"holotype of anacanthobatis longirostris",1
"holotype of anarrhichas vomerinus",1
"holotype of anchoa pectoralis",1
"holotype of ancistrus cirrhosus dubius",1
"holotype of anostomus (schizodontopsis) garmani| voucher of laemolyta garmani",1
"holotype of anostomus platae",1
"holotype of anostomus rostratus",1
"holotype of antennarius corallinus",1
"holotype of antennarius radiosus| lectotype of antennarius radiosus",1
"holotype of antennarius stellifer",1
"holotype of antennarius striatus",1
"holotype of aphoristia marginata| voucher of symphurus marginatus",1
"holotype of aphoristia nebulosa| voucher of symphurus nebulosus",1
"holotype of aphoristia pigra| voucher of symphurus piger",1
"holotype of aphyonus mollis| voucher of aphyonus mollis",1
"holotype of apistogramma piauiensis",1
"holotype of aplesion pottsii",1
"holotype of apogon (lepidamia) omanensis",1
"holotype of apogon crassiceps| voucher of apogon crassiceps",1
"holotype of apogon nubilus| voucher of apogon nubilus",1
"holotype of apogonichthys puncticulatus| holotype of apogonichthys puncticulatus",1
"holotype of apristurus riveri| voucher of apristurus riveri",1
"holotype of arcos decoris",1
"holotype of argyreiosus unimaculatus",1
"holotype of argyropelecus caninus",1
"holotype of ariosoma minor",1
"holotype of aristostomias uncodentatus",1
"holotype of arius alatus",1
"holotype of astyanax bourgeti",1
"holotype of astyanax brevirhinus",1
"holotype of astyanax goyacensis",1
"holotype of astyanax janeiroensis",1
"holotype of astyanax symmetricus",1
"holotype of atopichthys acus",1
"holotype of atopichthys cinctus",1
"holotype of atopichthys cingulus",1
"holotype of atopichthys dentatus",1
"holotype of atopichthys longidens",1
"holotype of atopichthys lychnus",1
"holotype of atopichthys obtusus",1
"holotype of atopichthys ophichthys",1
"holotype of atopichthys sicarius",1
"holotype of auchenipterus fordicei",1
"holotype of avocettina scapularostris",1
"holotype of avocettinops yanoi",1
"holotype of bagrus caeruleus",1
"holotype of balistes cicatricosus| syntype of balistes cicatricosus",1
"holotype of barathronus bicolor",1
"holotype of barathronus unicolor",1
"holotype of barbourichthys zanzibaricus",1
"holotype of barbulifer papillosus",1
"holotype of barbus annandalei",1
"holotype of barbus barbouri",1
"holotype of barbus carletoni",1
"holotype of barbus garmani",1
"holotype of bascanichthys pusillus",1
"holotype of bathophilus havanae",1
"holotype of bathophilus howelli",1
"holotype of bathyclupea argentea",1
"holotype of bathyclupea schroederi",1
"holotype of bathygadus arcuatus",1
"holotype of bathygadus favosus",1
"holotype of bathygobius soparator",1
"holotype of bathylaco nigricans",1
"holotype of bathylychnops chilensis",1
"holotype of bathyraja peruana| paratype of raia aguja",1
"holotype of bathysaurus agassizii",1
"holotype of bathytroctes alveatus",1
"holotype of bathytroctes alvifrons",1
"holotype of bathytroctes inspector",1
"holotype of belone latimana| holotype of belone latimana",1
"holotype of belone notata",1
"holotype of belone svetovidovi",1
"holotype of benthocometes claudei",1
"holotype of blennius canescens",1
"holotype of blennius snowi",1
"holotype of blennius vinctus| holotype of blennius vinctus",1
"holotype of bodianus prognathus",1
"holotype of bodianus tanyokidus",1
"holotype of boleichthys warreni",1
"holotype of bothrocaropsis rictolata",1
"holotype of brama caribbea",1
"holotype of bregmaceros atlanticus",1
"holotype of bregmaceros cantori",1
"holotype of bregmaceros houdei",1
"holotype of breviraja atripinna",1
"holotype of breviraja colesi",1
"holotype of breviraja cubensis",1
"holotype of breviraja mouldi| holotype of breviraja schroederi",1
"holotype of breviraja nigriventralis",1
"holotype of breviraja spinosa",1
"holotype of bryconamericus alfredae",1
"holotype of bryconamericus boops| voucher of bryconamericus boops",1
"holotype of bryconamericus grosvenori",1
"holotype of bryconamericus pachacuti",1
"holotype of bubalichthys bonasus",1
"holotype of bunocephalus salathei",1
"holotype of calamus macrops| holotype of calamus macrops",1
"holotype of calliodon retractus| holotype of calliodon retractus",1
"holotype of callionymus calliurus",1
"holotype of callionymus himantophorus| holotype of callionymus agassizii| additional material of callionymus agassizii",1
"holotype of calliurus floridensis",1
"holotype of callorhynchus tritoris",1
"holotype of caranx cibi| syntype of caranx cibi",1
"holotype of caranx heteropygus| holotype of caranx heteropygus",1
"holotype of caranx regularis",1
"holotype of carcharhinus floridanus",1
"holotype of carcharias atwoodi",1
"holotype of carcharias owstoni",1
"holotype of careproctus longifilis",1
"holotype of carpiodes thompsoni",1
"holotype of carpiodes urus",1
"holotype of carpiodes vacca",1
"holotype of carpiodes vitulus",1
"holotype of caulolatilus intermedius",1
"holotype of caulolepis subulidens",1
"holotype of centrophorus acus| holotype of centrophorus acus",1
"holotype of centrophorus atromarginatus| holotype of centrophorus atromarginatus",1
"holotype of centrophorus crepidater",1
"holotype of centrophorus tessellatus| holotype of centrophorus acus| voucher of centrophorus tesselatus",1
"holotype of centropomus pedimacula",1
"holotype of centropristes fusculus| holotype of centropristes fusculus",1
"holotype of centroscymnus obscurus",1
"holotype of centroscymnus owstonii",1
"holotype of ceratias (paraceratias) mitsukurii| additional material of ceratias mitsukurii",1
"holotype of ceratobranchia binghami| figured of ceratobranchia binghami",1
"holotype of cestreus steindachneri",1
"holotype of chaetodon auromarginatus",1
"holotype of chaetodon sedentarius| syntype of chaetodon sedentarius",1
"holotype of chalcinus guentheri",1
"holotype of chalcinus pictus",1
"holotype of chalinura simula",1
"holotype of champsodon snyderi| neotype of champsodon snyderi",1
"holotype of channomuraena cubensis| holotype of channomuraena cubensis| voucher of channomuraena cubensis",1
"holotype of chauliodus atlantis",1
"holotype of chauliodus dentatus",1
"holotype of chaunax coloratus",1
"holotype of chaunax roseus",1
"holotype of chelmon aculeatus| syntype of chelmon aculeatus",1
"holotype of chiloglanis carnosus",1
"holotype of chimaera barbouri",1
"holotype of chimaera cubana",1
"holotype of chlamydoselachus anguineus| voucher of chlamydoselachus anguineus",1
"holotype of chlopsis gilbertii",1
"holotype of chologaster agassizii",1
"holotype of chonophorus contractus| holotype of chonophorus contractus",1
"holotype of chrinorhinus torrei",1
"holotype of chrysichthys helicophagus",1
"holotype of citharichthys dinoceros",1
"holotype of citharichthys sumichrasti| additional material of citharichthys sumichrasti",1
"holotype of citharichthys uhleri",1
"holotype of clarias phillipsi",1
"holotype of clevelandia rosae",1
"holotype of coilia rendahli",1
"holotype of conger analis",1
"holotype of conger mordax| holotype of conger mordax",1
"holotype of congoglanis inga",1
"holotype of congrogadoides spinifer",1
"holotype of congrosoma evermanni",1
"holotype of corydoras nattereri| neotype of corydoras nattereri",1
"holotype of cossyphus puellaris",1
"holotype of cossyphus pulchellus| holotype of cossyphus pulchellus",1
"holotype of creatochanes gracilis",1
"holotype of crenichthys nevadae",1
"holotype of cristiceps eigenmanni",1
"holotype of cruriraja atlantis",1
"holotype of cruriraja poeyi",1
"holotype of cryptacanthodes maculatus| voucher of cryptacanthodes maculatus",1
"holotype of cryptosparus atlantidis",1
"holotype of ctenichthys interrupta",1
"holotype of cubiceps athenae",1
"holotype of curimatopsis microlepis",1
"holotype of curimatus alburnus lineatus",1
"holotype of curimatus gilberti brevipinnis",1
"holotype of curimatus guentheri",1
"holotype of cyclocheilichthys coolidgei",1
"holotype of cyclopteroides gyrinops",1
"holotype of cylindrosteus agassizii",1
"holotype of danio (allodanio) ponticulus",1
"holotype of demicoilia margaritifera",1
"holotype of derichtys iselini",1
"holotype of diaphus bertelseni",1
"holotype of diaphus garmani",1
"holotype of diaphus minax",1
"holotype of dibranchus asper",1
"holotype of dicrolene nigra",1
"holotype of dicrolene pullata",1
"holotype of dicromita agassizii",1
"holotype of diplacanthopoma jordani",1
"holotype of dolopichthys albifilosa",1
"holotype of dolopichthys allector",1
"holotype of dolopichthys karsteni",1
"holotype of doras spinosissimus",1
"holotype of doras uranoscopus",1
"holotype of echelus caudilimbatus| holotype of echelus caudilimbatus",1
"holotype of echeneis tetrapturorum",1
"holotype of echidna cocosa| voucher of echidna cocosa",1
"holotype of echidna scabra",1
"holotype of ectodus descampsii ornatipinnis",1
"holotype of eleotris omocyanus| syntype of eleotris omocyaneus",1
"holotype of encheliophis tenuis",1
"holotype of engraulis brevis| holotype of engraulis brevis",1
"holotype of engraulis productus",1
"holotype of entomacrodus chapmani",1
"holotype of entomacrodus cruentatus",1
"holotype of epigonus occidentalis",1
"holotype of epinephelus cubanus",1
"holotype of eptatretus caribbeaus",1
"holotype of erotelis valenciennesi| holotype of erotelis valenciennesi",1
"holotype of esox ornatus",1
"holotype of etheostoma caerulea",1
"holotype of etheostoma cinerea",1
"holotype of etheostoma tessellata",1
"holotype of etmopterus polli",1
"holotype of eucinostomus poeyi",1
"holotype of euleptorhamphus velox| holotype of euleptorhamphus velox",1
"holotype of eustomias aguayoi",1
"holotype of eustomias crucis",1
"holotype of eustomias jimcraddocki",1
"holotype of eustomias radicifilis",1
"holotype of felichthys flavescens",1
"holotype of florenciella lugubris",1
"holotype of foetorepus goodenbeani",1
"holotype of fundulus grandissimus",1
"holotype of furcaria cyanea| holotype of furcaria cyanea",1
"holotype of furcaria puncta| holotype of furcaria puncta",1
"holotype of garmanichthys dentatus",1
"holotype of garra (ageneiogarra) imberba",1
"holotype of gempylus ophidianus| holotype of gempylus ophidianus",1
"holotype of gigantactis longicirra",1
"holotype of gigantactis meadi",1
"holotype of gigantactis microdontis",1
"holotype of girardinus garmani",1
"holotype of glaridichthys torralbasi",1
"holotype of gnathypops bermudezi",1
"holotype of gobiesox ramsdeni",1
"holotype of gobiodon atrangulatus",1
"holotype of gobioides barreto| voucher of gobioides broussoneti",1
"holotype of gobius arundelii",1
"holotype of gobius atriclypeus",1
"holotype of gobius lucretiae",1
"holotype of gobius mapo| holotype of gobius mapo",1
"holotype of gobius waitii",1
"holotype of gramma loreto",1
"holotype of gymnallabes nops",1
"holotype of gymnothorax albomaculatus",1
"holotype of gymnothorax cyanopunctatus",1
"holotype of gymnothorax dorsalis| voucher of gymnothorax dorsalis",1
"holotype of gymnothorax elegans| holotype of gymnothorax elegans",1
"holotype of gymnothorax galetae",1
"holotype of gymnothorax insignis",1
"holotype of gymnothorax obscuratus| holotype of gymnothorax obscuratus",1
"holotype of gymnothorax pikei| holotype of gymnothorax pikei",1
"holotype of gymnothorax signifer",1
"holotype of gymnothorax viridipinnis| holotype of muraena viridipinna| voucher of gymnothorax flavimarginatus",1
"holotype of gymnotus esmeraldas",1
"holotype of haemulon arara",1
"holotype of haemulon jeniguano| holotype of haemulon jeniguano",1
"holotype of haemulon multilineatum| syntype of haemulon multilineatum",1
"holotype of haemulon quinquelineatum",1
"holotype of halocypselus borodini",1
"holotype of halosaurus attenuatus",1
"holotype of haplochromis centropristoides victorianus",1
"holotype of haplochromis fuscus",1
"holotype of haplochromis mentatus",1
"holotype of haplochromis serridens",1
"holotype of haplochromis tenuis",1
"holotype of haplophryne simus",1
"holotype of harengula sardina",1
"holotype of heliastes chrysurus",1
"holotype of hemiancistrus longipinnis",1
"holotype of hemibrycon helleri",1
"holotype of hemigaleus pectoralis| figured of hemigaleus pectoralis",1
"holotype of hemigrammus microstomus",1
"holotype of hemiramphus filamentosus| syntype of hemirhamphus filamentosus| lectotype of hemiramphus filamentosus",1
"holotype of henochilus wheatlandii",1
"holotype of heptranchias pectorosus",1
"holotype of heterandria cubensis",1
"holotype of hildatia brasiliensis",1
"holotype of himantolophus cornifer",1
"holotype of himantolophus ranoides",1
"holotype of hippocampus kincaidi",1
"holotype of hippocampus poeyi",1
"holotype of hippoglossus ocellatus| holotype of hippoglossus ocellatus",1
"holotype of holocentrus puncticulatus",1
"holotype of hololepis fusiformis insulae",1
"holotype of hynnis cubensis| holotype of hynnis cubensis",1
"holotype of hyphessobrycon stramineus",1
"holotype of hypleurochilus bermudensis",1
"holotype of hypoplectrus maculiferus| holotype of hypoplectrus maculiferus",1
"holotype of hypoplectrus maya",1
"holotype of hypoplectrus pinnavaria",1
"holotype of hypoplectrus randallorum",1
"holotype of ijimaia antillarum",1
"holotype of ijimaia fowleri",1
"holotype of iotabrycon praecox",1
"holotype of joturus pichardi| holotype of joturus pichardi",1
"holotype of julidochromis macrolepis",1
"holotype of julis cinctus| syntype of julis cinctus",1
"holotype of julis humeralis| holotype of julis humeralis",1
"holotype of julis ruptus",1
"holotype of karsten totoyensis| holotype of gobioides totoyensis",1
"holotype of kathetostoma albigutta cubana",1
"holotype of labeo henshawi",1
"holotype of labeo horai",1
"holotype of labeo lividus",1
"holotype of labrisomus nigricinctus",1
"holotype of lamna ditropis",1
"holotype of lampanyctus iselini",1
"holotype of lampanyctus peculiaris",1
"holotype of lamprologus lethops| figured of lamprologus lethops",1
"holotype of lasiognathus intermedius",1
"holotype of lepidophanes indicus| voucher of bolinichthys indicus",1
"holotype of lepidosteus osseus",1
"holotype of lepomis lirus| holotype of pomotis pallidus",1
"holotype of lepophidium kallion| holotype of lepophidium kallion",1
"holotype of leporinus crassilabris",1
"holotype of leporinus crassilabris breviceps",1
"holotype of leporinus thayeri",1
"holotype of leptobrycon jatuaranae",1
"holotype of leptochilichthys agassizii",1
"holotype of lestidium bigelowi",1
"holotype of leucicorus lusciosus",1
"holotype of leuciscus obesus",1
"holotype of limia sulphurophila",1
"holotype of linophryne algibarbata",1
"holotype of linophryne longibarbata",1
"holotype of liocassis naso",1
"holotype of liparis antarctica",1
"holotype of loricaria brevirostris| voucher of loricaria brevirostris",1
"holotype of loricaria panamensis| voucher of loricaria panamensis",1
"holotype of lucifuga dentatus",1
"holotype of lycengraulis barbouri",1
"holotype of lycengraulis schroederi",1
"holotype of lycodonus mirabilis",1
"holotype of lycodopsis scaurus",1
"holotype of macrurus barbiger",1
