"Typestatus","Count"
"paratype of diancistrus atollorum",1
"paratype of diaphus bertelseni",1
"paratype of diaphus garmani",1
"paratype of dibranchus tremendus",1
"paratype of diogenichthys scofieldi",1
"paratype of diplomystes camposensis",1
"paratype of diplomystes nahuelbutaensis",1
"paratype of diretmoides pauciradiatus",1
"paratype of doraops zuloagai",1
"paratype of dorsadena yaquinae",1
"paratype of draconetta oregona",1
"paratype of dupouyichthys sapito",1
"paratype of echeneis naucrates| syntype of echeneis verticalis",1
"paratype of echidna leucotaenia| voucher of echidna leucotaenia",1
"paratype of eleotris gundlachi| syntype of eleotris gundlachi",1
"paratype of eleotris omocyanus| syntype of eleotris omocyaneus",1
"paratype of elxis coreanus",1
"paratype of enneapterygius corallicola",1
"paratype of enneapterygius pardochir",1
"paratype of enneapterygius tusitalae",1
"paratype of epigonus oligolepis",1
"paratype of eretmobrycon bayano",1
"paratype of erosa australiensis",1
"paratype of etelis evurus",1
"paratype of etheostoma (oligocephalus) ditrema",1
"paratype of etmopterus abernethyi",1
"paratype of etmopterus bullisi",1
"paratype of etmopterus polli",1
"paratype of eugerres awlae",1
"paratype of eustomias insularum",1
"paratype of eustomias posti",1
"paratype of extrarius australis",1
"paratype of filimanus perplexa",1
"paratype of flammeo scythrops",1
"paratype of fowlerina franciscensis| paratype of ephippicharax franciscoensis",1
"paratype of fundulus euryzonus",1
"paratype of fundulus grandissimus",1
"paratype of fundulus meeki",1
"paratype of fundulus rhizophorae",1
"paratype of fusania ensarca",1
"paratype of galaxias gracilis",1
"paratype of galaxias usitatus",1
"paratype of gambusia baracoana",1
"paratype of gambusia bucheri",1
"paratype of gambusia heterochir",1
"paratype of gambusia howelli",1
"paratype of gambusia xanthosoma",1
"paratype of garmanella pulchra",1
"paratype of gephyrocharax venezuelae| figured of gephyrocharax venezuelae",1
"paratype of gibbonsia metzi",1
"paratype of gigantactis golovani",1
"paratype of gillelus rubellulus",1
"paratype of gillichthys y-cauda",1
"paratype of girardinus microdactylus",1
"paratype of girardinus pygmaeus",1
"paratype of glaridichthys falcatus",1
"paratype of glyptothorax buchanani",1
"paratype of gnathodolus bidens",1
"paratype of gnatholepis hololepis",1
"paratype of gnatholepis knighti",1
"paratype of gnathopogon atromaculatus",1
"paratype of gnathypops bermudezi",1
"paratype of gobio kessleri banaticus",1
"paratype of gobiocichla ethelwynnae| voucher of gobiocichla ethelwynnae",1
"paratype of gobiodon atrangulatus",1
"paratype of gobionellus saepepallens",1
"paratype of gobiosoma (elacatinus) atronasum",1
"paratype of gobiosoma (elacatinus) genie",1
"paratype of gobiosoma (elacatinus) randalli",1
"paratype of gobius calderae",1
"paratype of gobius mapo",1
"paratype of gymnogeophagus meridionalis",1
"paratype of gymnothorax cyanopunctatus",1
"paratype of gymnothorax dorsalis| voucher of gymnothorax dorsalis",1
"paratype of gymnothorax kolpos",1
"paratype of gymnothorax pseudoherrei",1
"paratype of gymnotus chaviro",1
"paratype of gymnotus esmeraldas",1
"paratype of hadropterus pantherinus",1
"paratype of haemomaster venezuelae| voucher of haemomaster venezuelae",1
"paratype of halichoeres daedalma",1
"paratype of haplochromis fuscus",1
"paratype of hemiancistrus maracaiboensis",1
"paratype of hemibrycon dentatus jabonero",1
"paratype of hemibrycon helleri",1
"paratype of hemicultur clupeoides",1
"paratype of hemidoras microstomus",1
"paratype of hemigrammus compressus",1
"paratype of hemigrammus cylindricus",1
"paratype of hemigrammus erythrozonus",1
"paratype of hemigrammus iota",1
"paratype of hemigrammus orthus",1
"paratype of hemigrammus rodwayi",1
"paratype of hemiodus ternetzi",1
"paratype of hemipimelodus dayi",1
"paratype of hemiramphus archipelagicus",1
"paratype of hemiramphus bermudensis",1
"paratype of hemisilurus mekongensis",1
"paratype of heptapterus sympterygium",1
"paratype of heroina isonycterina| voucher of heroina isonycterina",1
"paratype of heterogramma ortmanni",1
"paratype of himantolophus cornifer",1
"paratype of himantolophus macroceras",1
"paratype of himantolophus ranoides",1
"paratype of hippocampus fisheri",1
"paratype of hippoglossus ocellatus",1
"paratype of holocentrus ensifer",1
"paratype of holocentrus xantherythrus",1
"paratype of hololepis fusiformis insulae",1
"paratype of hyphessobrycon balbus",1
"paratype of hyphessobrycon ecuadoriensis",1
"paratype of hyphessobrycon eilyos",1
"paratype of hyphessobrycon epicharis",1
"paratype of hyphessobrycon langeanii",1
"paratype of hyphessobrycon rosaceus",1
"paratype of hyphessobrycon sovichthys",1
"paratype of hyphessobrycon weitzmanorum",1
"paratype of hypomesus transpacificus nipponensis",1
"paratype of hypoplectrus randallorum",1
"paratype of hyporhamphus (hyporhamphus) melanopterus",1
"paratype of hyporhamphus meeki",1
"paratype of hypostomus dlouhyi",1
"paratype of icelus scutiger",1
"paratype of ictalurus serracanthus",1
"paratype of iotabrycon praecox",1
"paratype of ipnops meadi",1
"paratype of jupiaba atypindi",1
"paratype of jupiaba poekotero",1
"paratype of jupiaba poranga",1
"paratype of jupiaba yarina",1
"paratype of kalyptodoras bahiensis",1
"paratype of kaupichthys diodontus| voucher of kaupichthys diodontus",1
"paratype of kuhlia nutabunda",1
"paratype of kuhlia petiti",1
"paratype of kuhlia proxima",1
"paratype of kuhlia salelea",1
"paratype of labeo horai",1
"paratype of lampadena notialis",1
"paratype of lampanyctus melanothorax",1
"paratype of lampanyctus photothorax",1
"paratype of lampanyctus supralateralis",1
"paratype of lamprologus lethops| figured of lamprologus lethops",1
"paratype of lamprologus markerti",1
"paratype of lamprologus teugelsi",1
"paratype of lasiancistrus brevispinis",1
"paratype of lasiancistrus maracaiboensis",1
"paratype of lasiancistrus tentaculatus",1
"paratype of lasiognathus intermedius",1
"paratype of leiognathus stercorarius",1
"paratype of lepidarchus adonis signifer",1
"paratype of lepidocephalichthys pristes",1
"paratype of lepidotrigla sayademalha",1
"paratype of lepophidium crossotum",1
"paratype of lepophidium pheromystax| paratype of lepophidium pheromystax",1
"paratype of leporinus alternus",1
"paratype of leporinus crassilabris",1
"paratype of leporinus ecuadorensis",1
"paratype of leporinus granti",1
"paratype of leporinus thayeri",1
"paratype of leptodoras cataniai",1
"paratype of leptodoras rogersae",1
"paratype of leptoglanis essequibensis",1
"paratype of lestidium bigelowi",1
"paratype of leucichthys artedi annensis",1
"paratype of leucichthys artedi clemensi",1
"paratype of leucichthys artedi hankinsoni",1
"paratype of leucichthys artedi microcephalus",1
"paratype of leucichthys artedi russeli",1
"paratype of leuciscus carletoni",1
"paratype of leucoraja lentiginosa",1
"paratype of limia grossidens",1
"paratype of limia pauciradiata",1
"paratype of limia sulphurophila",1
"paratype of limia yaguajali",1
"paratype of lithoxus lithoides",1
"paratype of lonchogenys ilisha",1
"paratype of loricaria griseus",1
"paratype of loricaria gymnogaster lagoichthys",1
"paratype of loricaria stewarti",1
"paratype of loricaria uracantha rupestre",1
"paratype of loricaria variegata venezuelae",1
"paratype of luciobrotula corethromycter",1
"paratype of lycenchelys monstrosa",1
"paratype of lycengraulis barbouri",1
"paratype of lycengraulis limnichthys",1
"paratype of mahidolia pagoensis",1
"paratype of mastacembelus latens",1
"paratype of mastacembelus polli",1
"paratype of mastacembelus reygeli",1
"paratype of mastacembelus simbi",1
"paratype of megalonema platycephalum psammium",1
"paratype of megalonema xanthum",1
"paratype of melamphaes simus",1
"paratype of melanostigma pammelas",1
"paratype of micralestes schelly",1
"paratype of microdonophis erabo",1
"paratype of microglanis iheringi",1
"paratype of microgobius signatus",1
"paratype of microsternarchus brevis",1
"paratype of moenkhausia phaeonota",1
"paratype of monognathus bertini",1
"paratype of monomitopus magnus",1
"paratype of monoprion maculatus| syntype of monoprion maculatus",1
"paratype of mulloides flammeus",1
"paratype of mullus argentinae",1
"paratype of muraenichthys fowleri| voucher of muraenichthys fowleri",1
"paratype of mustelus canis insularis",1
"paratype of mustelus norrisi",1
"paratype of mustelus sinusmexicanus",1
"paratype of myctophum oculeum| paratype of electrona thompsoni",1
"paratype of myoglanis potaroensis",1
"paratype of myripristis argyromus",1
"paratype of myripristis berndti",1
"paratype of myripristis chryseres",1
"paratype of myxine hubbsi",1
"paratype of myxine robinsi",1
"paratype of nanichthys simulans",1
"paratype of nannobrachium wisneri",1
"paratype of nannorhamdia macrocephala",1
"paratype of nanochromis consortus| voucher of nanochromis consortus",1
"paratype of nanochromis minor",1
"paratype of nanochromis minor| voucher of nanochromis minor",1
"paratype of nemichthys larseni",1
"paratype of neoharriotta carri",1
"paratype of neostethus geminus",1
"paratype of netuma hassleriana",1
"paratype of netuma planifrons",1
"paratype of nezumia cyrano",1
"paratype of nezumia suilla",1
"paratype of nocomis effusus",1
"paratype of notoglanidium pallidum| voucher of notoglanidium pallidum| voucher of notoglanidium pallidum",1
"paratype of notropis altipinnis whitei",1
"paratype of notropis bairdi",1
"paratype of notropis cardinalis",1
"paratype of notropis cornutus isolepis",1
"paratype of notropis edwardraneyi",1
"paratype of notropis merlini",1
"paratype of noturus munitus",1
"paratype of oligosarcus meadi",1
"paratype of oneirodes kreffti",1
"paratype of oneirodes posti",1
"paratype of ophichthus longipenis",1
"paratype of ophidion antipholus",1
"paratype of ophidion dromio",1
"paratype of ophidion robinsi",1
"paratype of ophioscion venezuelae",1
"paratype of opisthonema berlangai",1
"paratype of opistognathus variabilis",1
"paratype of opsanus dichrostomus",1
"paratype of orinocodoras eigenmanni",1
"paratype of othonocheirodus eigenmanni",1
"paratype of otocinclus huaorani",1
"paratype of oxydoras holdeni",1
"paratype of panaque suttoni",1
"paratype of papillocheilus ayuthiae",1
"paratype of paracaristius nudarcus",1
"paratype of paraclinus arcanus",1
"paratype of paraclinus spectator",1
"paratype of parakysis anomalopteryx",1
"paratype of paralabrax maculata",1
"paratype of paramyxine springeri",1
"paratype of paranebris bauchotae",1
"paratype of parapercis ommatura",1
"paratype of parmaturus manis| voucher of parmaturus manis",1
"paratype of parodon guyanensis| voucher of parodon guyanensis",1
"paratype of parupeneus margaritatus",1
"paratype of parvilux ingens",1
"paratype of peprilus ovatus",1
"paratype of percina suttkusi",1
"paratype of peristedion antillarum| paratype of peristedium longispatha",1
"paratype of peristedium longispatha",1
"paratype of petrocephalus guttatus",1
"paratype of petrocephalus vanderbilti",1
"paratype of petroscirtes eretes",1
"paratype of petroscirtes quadrimaculatus",1
"paratype of phenacogaster microstictus",1
"paratype of phenacogaster napoatilis",1
"paratype of phtheirichthys multiradiatus",1
"paratype of pimelodella chagresi odynea",1
"paratype of pimelodella megalops",1
"paratype of pimelodus clarias coprophagus",1
"paratype of pimelodus grosskopfii navarroi",1
"paratype of plagiotremus (musgravius) phenax",1
"paratype of platyberyx paucus",1
"paratype of platysilurus malarmo",1
"paratype of plecostomus hemiurus",1
"paratype of plecostomus wertheimeri",1
"paratype of plectranthias exsul| voucher of plectranthias exsul| additional material of plectranthias exsul| voucher of plectranthias exsul",1
"paratype of poecilia hispaniolana",1
"paratype of poecilichthys radiosus cyanorum",1
"paratype of poecilichthys radiosus paludosus",1
"paratype of poecilobrycon auratus",1
"paratype of poecilobrycon erythrurus",1
"paratype of poecilobrycon ocellatus",1
"paratype of poecilocharax bovalii",1
"paratype of polyacanthonotus merretti",1
"paratype of polyipnus aquavitus",1
"paratype of polyipnus clarus",1
"paratype of polyipnus kiwiensis",1
"paratype of polyipnus omphus",1
"paratype of pomacentrus alexanderae",1
"paratype of pomacentrus arcifrons",1
"paratype of pomacentrus eclipticus",1
"paratype of pomacentrus gilli",1
"paratype of pomacentrus jenkinsi",1
"paratype of pomacentrus vaiuli",1
"paratype of porichthys bathoiketes",1
"paratype of porogadus silus",1
"paratype of priocharax ariel",1
"paratype of pristella aubynei",1
"paratype of pristipomoides freemani",1
"paratype of prolabeops cameroonensis",1
"paratype of psednos barnardi",1
"paratype of psenopsis obscura",1
"paratype of pseudancistrus pediculatus cobrensis",1
"paratype of pseudancistrus torbesensis",1
"paratype of pseudocetopsis plumbeus motatanensis",1
"paratype of pseudocetopsis plumbeus orinoco",1
"paratype of pseudochromis jamesi",1
"paratype of pseudogobio papillabrus",1
"paratype of pseudopimelodus albomarginatus",1
"paratype of pseudopimelodus villosus butcheri",1
"paratype of pseudoplesiops rosae",1
"paratype of pseudorasbora altipinna",1
"paratype of pseudorasbora parva parvula",1
"paratype of pseudupeneus chrysonemus",1
"paratype of pseudupeneus moana",1
"paratype of psilotris kaufmani",1
"paratype of pterobrycon myrnae",1
"paratype of pygidium banneaui maracaiboensis| voucher of pygidium banneaui maracaiboensis| voucher of eremophilus mutisii",1
"paratype of pygidium barbouri",1
"paratype of pygidium emanueli emanueli",1
"paratype of pygidium emanueli motatanensis",1
"paratype of pygidium totae| voucher of pygidium totae| voucher of pygidium totae",1
"paratype of pyramodon parini",1
"paratype of pyxichromis paradoxus",1
"paratype of quisquilius eugenius",1
"paratype of raja (tengujei) gigas",1
"paratype of raja bullisi",1
"paratype of raja clarkii",1
"paratype of raja frerichsi",1
"paratype of raja garmani caribbaea",1
"paratype of raja garmani virginica",1
"paratype of raja garricki",1
"paratype of raja lentiginosa",1
"paratype of raja olseni",1
"paratype of raja oregoni",1
"paratype of raja teevani",1
"paratype of rasborinus fukiensis",1
"paratype of rhabdolichops eastwardi",1
"paratype of rhabdolichops zareti",1
"paratype of rhamdia luigiana",1
"paratype of rhigophila dearborni",1
"paratype of rhinichthys (apocope) nevadensis",1
"paratype of rhinosardinia serrata",1
"paratype of rhynchorhamphus malabaricus",1
"paratype of rhynchorhamphus naga",1
"paratype of rimicola brevis",1
"paratype of rita macracanthus",1
"paratype of rivulus holmiae",1
"paratype of rivulus montium",1
"paratype of rivulus stagnatus",1
"paratype of rivulus waimacui",1
"paratype of roeboides dayi dientonito",1
"paratype of roeboides margareteae",1
"paratype of roeboides thurni",1
"paratype of rypticus macrostigmus",1
"paratype of saccoderma melanostigma",1
"paratype of saccodon caucae| paratype of rypticus brachyrhinus",1
"paratype of salarias sindonis",1
"paratype of salmo nelsoni",1
"paratype of salmo roosevelti",1
"paratype of salvelinus anaktuvukensis",1
"paratype of sanopus reticulatus",1
"paratype of sauvagella robusta",1
"paratype of schizodon fasciatum corti",1
"paratype of sciaena bathytatos",1
"paratype of sciaena trewavasae",1
"paratype of scopelosaurus herwigi",1
"paratype of scopelosaurus hubbsi",1
"paratype of scorpaenopsis catocala",1
"paratype of sicyases yumurina| voucher of sicyases yumurina",1
"paratype of sorubim maniradii",1
"paratype of sovichthys abuelo",1
"paratype of sphenanthias dorianus",1
"paratype of sphoeroides parvus",1
"paratype of sphyrna bigelowi",1
"paratype of spratelloides atrofasciatus",1
"paratype of springeria folirostris| additional material of springeria folirostris| voucher of anacanthobatis (springeria) folirostris",1
"paratype of steatocranus glaber",1
"paratype of steatocranus mpozoensis",1
"paratype of steatocranus ubanguiensis",1
"paratype of stellifer walkeri",1
"paratype of stephanolepis rectifrons",1
"paratype of sternarchogiton cuchillejo",1
"paratype of sternopygus pejeraton",1
"paratype of stolephorus extensus",1
"paratype of stolephorus insularum",1
"paratype of sundasalanx microps",1
"paratype of sundasalanx praecox",1
"paratype of symphurus oligomerus",1
"paratype of symphurus oligomerus| voucher of symphurus oligomerus",1
"paratype of symphurus stigmosus",1
"paratype of symphysanodon berryi",1
"paratype of syngnathus jaumei",1
"paratype of syngnathus scovelli makaxi",1
"paratype of synodus amaranthus",1
"paratype of synodus falcatus",1
"paratype of synodus lobeli",1
"paratype of tatia strigata",1
"paratype of teleogramma obamaorum",1
"paratype of teuthis atrimentatus",1
"paratype of thalassobathia pelagica",1
"paratype of thalassoma marnae",1
"paratype of therapon maculatus",1
"paratype of thrattidion noctivagus",1
"paratype of tilapia esculenta",1
"paratype of tomicodon abuelorum",1
"paratype of tomicodon bidens",1
"paratype of trachinotus madeirensis",1
"paratype of trachycorystes insignis peloichthys",1
"paratype of trichopsetta caribbaea",1
"paratype of trichopsetta melasma",1
"paratype of tridensimilis venezuelae| voucher of tridensimilis venezuelae",1
"paratype of trimma cana",1
"paratype of trimma eviotops",1
"paratype of trimma sostra",1
"paratype of tylobronchus maculosus",1
"paratype of tylochromis leonensis| voucher of tylochromis leonensis",1
"paratype of tylochromis robertsi",1
"paratype of tylochromis variabilis",1
"paratype of tympanopleura piperata",1
"paratype of upeneus arge",1
"paratype of uroconger varidens",1
"paratype of uropterygius cantonensis| voucher of uropterygius cantonensis",1
"paratype of uropterygius diopus",1
"paratype of uropterygius reidi| voucher of uropterygius cantonensis",1
"paratype of vaimosa fontinalis",1
"paratype of ventrifossa macropogon",1
"paratype of villora edwini",1
"paratype of vitraria clarescens",1
"paratype of xenengraulis spinidens",1
"paratype of xenomystax austrinus",1
"paratype of xenurobrycon heterodon",1
"paratype of xyrichthys niveilatus",1
"paratype of zaphotias nudum",1
"paratype of zoarchias veneficus",1
"paratype of zygonectes craticula",1
"paratype? of gnathopogon intermedius",1
"paratype? of hemiculter hainanensis",1
"paratype? of ischikauia hainanensis",1
"paratype? of leucogobio polytaenia politaenia",1
"paratype? of megalobrama melrosei",1
"paratype? of opsariichthys hainanensis",1
"paratype? of pseudogobio labeoides",1
"paratype? of pseudoperilampus hainanensis",1
"paratype? of pseudorasbora depressirostris",1
"paratype? of rasborinus hainanensis",1
"paratype? of zingel streber nerensis",1
"syntype of acipenser (antaceus) lecontei",1
"syntype of acipenser laevis",1
"syntype of agosia chrysogaster",1
"syntype of agosia metallica",1
"syntype of alburnellus amoenus| voucher of alburnellus amoenus",1
"syntype of alburnellus simus| paralectotype of alburnellus simus",1
"syntype of alburnops blennius| paralectotype of alburnops blennius",1
"syntype of alburnops illecebrosus| paralectotype of alburnops illecebrosus",1
"syntype of alburnus acutus",1
"syntype of alburnus amabilis",1
"syntype of alburnus dilectus",1
"syntype of alburnus megalops| syntype of notropis swaini| lectotype of alburnus megalops",1
"syntype of alburnus socius",1
"syntype of alburnus umbratilis| paralectotype of alburnus umbratilus",1
"syntype of alburnus zonatus| paralectotype of alburnus zonatus",1
"syntype of alburnus zonatus| paralectotype of alburnus zonatus| paralectotype of alburnus zonatus",1
"syntype of alepocephalus convexifrons",1
"syntype of alestes (alestes) wytsi",1
"syntype of algansea formosa",1
"syntype of amblodon concinnus| paralectotype of amblodon concinnus",1
"syntype of amia binotata| syntype of amia binotata",1
"syntype of ammocoetes borealis",1
"syntype of ancistrus chagresi",1
"syntype of ancistrus stigmaticus| lectotype of ancistrus stigmaticus",1
"syntype of ancistrus stigmaticus| paralectotype of ancistrus stigmaticus",1
"syntype of anostomus knerii| paralectotype of anostomus knerii",1
"syntype of anostomus proximus| lectotype of anostomus proximus",1
"syntype of anostomus varius nitens",1
"syntype of antennarius nuttingii| lectotype of antennarius nuttingii",1
"syntype of antennarius nuttingii| paralectotype of antennarius nuttingii",1
"syntype of anthias (hemanthias) peruanus",1
"syntype of anthias (hemanthias) peruanus| lectotype of anthias peruanus",1
"syntype of anthias peruanus| paralectotype of anthias peruanus",1
"syntype of aphareus obtusirostris",1
"syntype of apogon roseigaster",1
"syntype of argyreus dulcis",1
"syntype of argyreus osculus",1
"syntype of arius brandtii",1
"syntype of arius kessleri",1
"syntype of artediellus pacificus",1
"syntype of astyanacinus multidens",1
"syntype of astyanax argentatus",1
"syntype of astyanax simulatus",1
"syntype of asymmetron macricaudatum",1
"syntype of asymmetron orientale",1
"syntype of atherina laticeps| holotype of atherina laticeps",1
"syntype of atherina laticeps| paratype of atherina laticeps",1
"syntype of atherinopsis californiensis",1
"syntype of atopichthys esunculus",1
"syntype of atopichthys falcidens",1
"syntype of auchenipterus (pseudauchenipterus) striatulus",1
"syntype of barbus jerdoni",1
"syntype of barbus moulouyensis grandisquamata",1
"syntype of barbus thomassi",1
"syntype of barbus wynaadensis",1
"syntype of bassozetus nasus| lectotype of bassozetus nasus",1
"syntype of bathyagonus nigripinnis",1
"syntype of belone melanochira",1
"syntype of belone melanochira| holotype of belone melanochira",1
"syntype of benthosaurus grallator",1
"syntype of bleekeria gilli| paralectotype of bleekeria gilli",1
"syntype of boleichthys elegans",1
"syntype of boleichthys exilis",1
"syntype of boleichthys exilis| syntype of boleichthys exilis",1
"syntype of boleichthys whipplii",1
"syntype of boleichthys whipplii| syntype of boleichthys whipplii",1
"syntype of boleosoma fusiforme",1
"syntype of bothrocaropsis alalonga| lectotype of bothrocaropsis alalonga",1
"syntype of brachyistius frenatus",1
"syntype of brachyopsis verrucosus",1
"syntype of bregmaceros longipes",1
"syntype of brevoortia patronus",1
"syntype of brycochandus durbini",1
"syntype of bryconamericus breviceps| voucher of knodus breviceps",1
"syntype of bryconamericus heteresthes| voucher of knodus heteresthes",1
"syntype of bryttus mineopas",1
"syntype of bryttus signifer",1
"syntype of bunocephalus scabriceps",1
"syntype of callionymus bermudarum",1
"syntype of calliurus formosus",1
"syntype of calliurus murinus",1
"syntype of campostoma formosulum",1
"syntype of campostoma nasutum",1
"syntype of caranx cibi",1
"syntype of caranx frontalis| holotype of caranx frontalis",1
"syntype of caranx parasitus",1
"syntype of carpiodes bison",1
"syntype of carpiodes damalis",1
"syntype of carpiodes taurus",1
"syntype of carpiodes tumidus",1
"syntype of catonotus kennicotti| lectotype of catonotus kennicotti",1
"syntype of catonotus lineolatus",1
"syntype of catonotus lineolatus| paralectotype of catonotus lineolatus",1
"syntype of catostomus aurora",1
"syntype of catostomus clarkii",1
"syntype of catostomus insignis",1
"syntype of caulolatilus cyanops| lectotype of caulolatilus cyanops",1
"syntype of centrarchus interruptus| paralectotype of centrarchus interruptus",1
"syntype of centristhmus signifer| lectotype of centristhmus signifer",1
"syntype of centristhmus signifer| paralectotype of centristhmus signifer",1
"syntype of centropomus ensiferus| syntype of centropomus ensiferus",1
"syntype of centropomus ensiferus| syntype of centropomus ensiferus| neotype of centropomus ensiferus",1
"syntype of centropristes ayresi",1
"syntype of ceratichthys sterletus",1
"syntype of cestracion oceanica",1
"syntype of chaetobranchus semifasciatus| voucher of chaetobranchus semifasciatus",1
"syntype of chaetodon littoricola| holotype of chaetodon littoricola",1
"syntype of chalcinus angulatus signatus",1
"syntype of characodon furcidens",1
"syntype of characodon garmani",1
"syntype of chela boopis",1
"syntype of cheonda modesta",1
"syntype of chimaera media",1
"syntype of chloroscombrus caribbaeus",1
"syntype of chologaster cornutus",1
"syntype of chologaster papilliferus",1
"syntype of chondrostoma pullum",1
"syntype of chromis magdalenae",1
"syntype of chromis microstomus",1
"syntype of chromis tiberiadis| paralectotype of chromis tiberiadis",1
"syntype of citharichthys maculifer",1
"syntype of citharichthys panamensis",1
"syntype of cliola (hybopsis) topeka",1
"syntype of clupea stolifera",1
"syntype of cobitis aurata vallachica",1
"syntype of cochlognathus ornatus",1
"syntype of codoma ornata",1
"syntype of codoma vittata",1
"syntype of congermuraena caudalis| voucher of congermuraena caudalis",1
"syntype of conocara mcdonaldi",1
"syntype of coregonus sapidissimus",1
"syntype of corvina stearnsii",1
"syntype of coryphopterus glaucofraenum",1
"syntype of cottus aleuticus",1
"syntype of cottus minutus volki",1
"syntype of cottus viscosus",1
"syntype of cremnobates integripinnis",1
"syntype of curimatus bimaculatus| lectotype of curimatus bimaculatus",1
"syntype of curimatus bimaculatus| paralectotype of curimatus bimaculatus",1
"syntype of curimatus elegans bahiensis| lectotype of curimatus elegans bahiensis",1
"syntype of curimatus elegans| paralectotype of curimatus elegans",1
"syntype of curimatus isognathus| lectotype of curimatus isognathus",1
"syntype of curimatus macrops",1
"syntype of curimatus plumbeus| lectotype of curimatus plumbeus",1
"syntype of curimatus simulatus| lectotype of curimatus simulatus",1
"syntype of curimatus spiluropsis| lectotype of curimatus spiluropsis",1
"syntype of curimatus spiluropsis| paralectotype of curimatus spiluropsis",1
"syntype of cyclothone signata",1
"syntype of cynopotamus biserialis| lectotype of roeboides biserialis",1
"syntype of cynopotamus biserialis| paralectotype of roeboides biserialis",1
"syntype of cyprinella beckwithi",1
"syntype of cyprinella lepida",1
"syntype of cyprinella ludibunda| paralectotype of cyprinella ludibunda",1
"syntype of cyprinella macrostoma| lectotype of cyprinella macrostoma",1
"syntype of cyprinella suavis",1
"syntype of cyprinella texana| paralectotype of cyprinella texana",1
"syntype of cyprinella umbrosa",1
"syntype of cyprinella venusta| paralectotype of cyprinella venusta",1
"syntype of cyprinodon bovinus",1
"syntype of cyprinodon californiensis| voucher of cyprinodon californiensis",1
"syntype of cyprinodon eximius",1
"syntype of cyprinodon gibbosus",1
"syntype of cyprinodon macularius baileyi",1
"syntype of dasybatus marinus",1
"syntype of dasycottus setiger",1
"syntype of delturus parahybae| lectotype of delturus parahybae",1
"syntype of delturus parahybae| paralectotype of delturus parahybae",1
"syntype of deuterodon parahybae",1
"syntype of deuterodon pedri| lectotype of deuterodon pedri",1
"syntype of deuterodon pinnatus",1
"syntype of diagramma erythrostoma",1
"syntype of diaphus intermedius",1
"syntype of dinemus venustus| syntype of dinemus venustus",1
"syntype of dionda argentosa",1
"syntype of dionda chrysitis",1
"syntype of dionda couchi",1
"syntype of dionda episcopa",1
"syntype of dionda grisea",1
"syntype of dionda melanops| voucher of dionda melanops",1
"syntype of dionda plumbea",1
"syntype of dionda serena",1
"syntype of dionda texensis",1
"syntype of diplesion fasciatus",1
"syntype of dussumieria stolifera",1
"syntype of ectodus descampsii unimaculatus",1
"syntype of ectreposebastes imus",1
"syntype of eleotris somnulentus",1
"syntype of embiotoca argyrosoma",1
"syntype of engraulis cubanus| holotype of engraulis cubanus",1
"syntype of eretmichthys ocella",1
"syntype of eretmodus cyanostictus",1
"syntype of etheostoma (imostoma) longimana| lectotype of etheostoma longimana",1
"syntype of etheostoma (imostoma) longimana| paralectotype of etheostoma longimana",1
"syntype of etheostoma longimana",1
"syntype of etroplus canarensis",1
"syntype of eucinostomus currani",1
"syntype of exocoetus gryllus",1
"syntype of farlowella carinata| lectotype of farlowella carinata",1
"syntype of fundulus grandis",1
"syntype of fundulus kansae",1
"syntype of fundulus ocellaris",1
"syntype of fundulus zebrinus| syntype of hydrargyra zebra",1
"syntype of galaxias kayi",1
"syntype of galeorhinus fasciatus| figured of mustelus fasciatus",1
"syntype of galeorhinus fasciatus| voucher of mustelus fasciatus",1
"syntype of galeorhinus zyopterus",1
"syntype of gambusia gracilis| syntype of gambusia humilis",1
"syntype of gambusia holbrooki",1
"syntype of gasteropelecus fasciatus| paralectotype of gasteropelecus fasciatus",1
"syntype of gasterosteus inopinatus",1
"syntype of gasterosteus microcephalus",1
"syntype of gasterosteus plebeius",1
"syntype of genytremus interruptus",1
"syntype of geophagus (mesops) agassizii| paralectotype of apistogramma agassizii",1
"syntype of gerres patao| syntype of gerres patao",1
"syntype of gila grahamii",1
"syntype of gila gula",1
"syntype of gila nigra",1
"syntype of girardinichthys innominatus",1
"syntype of girardinus metallicus",1
"syntype of glaridodon latidens",1
"syntype of glaucosoma semilunifera",1
"syntype of glyphidodon maculipinnis",1
"syntype of glyphidodon troschelii",1
"syntype of glyphisodon rubicundus",1
"syntype of gobiella pellucida",1
"syntype of gobiesox zebra",1
"syntype of gobio vernalis",1
"syntype of gobiosoma vulgare",1
"syntype of gobius brunneus| holotype of gobius brunneus",1
"syntype of gobius quadrivittatus",1
"syntype of gobius shufeldti",1
"syntype of grammateus medius| paratype of grammateus medius| lectotype of grammateus medius",1
"syntype of gymnelis conorhynchus| voucher of ophthalmolycus conorhynchus",1
"syntype of gymnocorymbus thayeri| lectotype of gymnocorymbus thayeri",1
"syntype of hadropterus nigrofasciatus",1
"syntype of hadropterus nigrofasciatus| lectotype of hadropterus nigrofasciatus",1
"syntype of hadropterus nigrofasciatus| paralectotype of hadropterus nigrofasciatus",1
"syntype of haemulon carbonarium| syntype of haemulon carbonarium",1
"syntype of haemulon dorsale",1
"syntype of haemulon dorsale| syntype of haemulon dorsale",1
"syntype of haemulon notatum",1
"syntype of haemulon scudderii| paralectotype of haemulon scudderii",1
