"dwc.preparations","freq"
"fluid",6803
"skeleton",1267
"miscellaneous fragments",96
"skull",11
"unspecified",5
"fluid | skeleton",3
"egg",2
"rostrum",2
"skeleton, fluid",1
"taxidermy mount",1
