"dwc.preparations","freq"
"Alcohol",198691
"",2894
"C&S",2125
"Alcohol; Tissue",1622
"Skeletal",1167
"Alcohol; C&S",894
"Alcohol; Skeletal",42
"Alcohol; Skeletal; C&S",7
"Tissue",2
