"Collector","Count"
"kid",65
"odum",65
"olinde",65
"peterson",65
"striped",65
"lyons",64
"supko",64
"vessel",64
"dnr",63
"dunson",63
"key",63
"local",63
"ocean",63
"searcher",63
"evink",62
"hnblalock",62
"marvin",62
"naercio",62
"prof",62
"kindsvater",61
"miskovsky",61
"schulz",61
"andre",60
"fisherman",60
"noyes",60
"yntema",60
"beaufort",59
"gutherz",59
"mcfarlane",59
"siedlecki",59
"jeff",58
"nmfs",58
"owen",58
"rebenack",58
"rusty",58
"rutherford",58
"stevens",58
"matthias",57
"muller",57
"olson",57
"roger",57
"sea",57
"weddle",57
"adkinson",56
"butt",56
"humm",56
"kruse",56
"louton",56
"mckeon",56
"balderas",55
"cole",55
"contreras",55
"cortez",55
"darrell",55
"deitche",55
"ga",55
"washington",55
"bailey",54
"barbara",54
"carlos",54
"cruise",54
"ngokkowrok",54
"pierson",54
"storrs",54
"wainright",54
"demauro",53
"johnston",53
"kania",53
"proboszcz",53
"van",53
"edwards",52
"gildea",52
"gillespie",52
"haire",52
"hedges",52
"malay",52
"powell",52
"stickney",52
"straub",52
"warter",52
"delozier",51
"hooley",51
"robertson",51
"rousseau",51
"ted",51
"viada",51
"dawson",50
"gomon",50
"grudpan",50
"lea",50
"lemus",50
"nordlie",50
"preutice",50
"brian",49
"burton",49
"dept",49
"knapp",49
"ktalao",49
"kurt",49
"mckaye",49
"rider",49
"stiles",49
"thom",49
"walden",49
"cashner",48
"crab",48
"dorion",48
"hetrick",48
"murdock",48
"perrin",48
"romance",48
"shrimp",48
"theberge",48
"bane",47
"bayer",47
"brigham",47
"croft",47
"gilliard",47
"gore",47
"hyle",47
"machado",47
"pramook",47
"rob",47
"ruekaewma",47
"tello",47
"uf",47
"yew",47
"carrow",46
"clemmer",46
"erica",46
"fishers",46
"limbaugh",46
"otwell",46
"pflieger",46
"research",46
"rudloe",46
"sta",46
"wakefield",46
"wash",46
"balma",45
"broadbent",45
"burr",45
"evans",45
"gould",45
"hurst",45
"kehoe",45
"liao",45
"lowe",45
"ludlow",45
"miranda",45
"putnam",45
"sanders",45
"stephenson",45
"sylvia",45
"alfred",44
"cloutman",44
"elmer",44
"gholson",44
"guthrie",44
"holman",44
"hulen",44
"maturo",44
"o'donnell",44
"peter",44
"porter",44
"robison",44
"sacks",44
"texas",44
"theodore",44
"wood",44
"yaffa",44
"durrant",43
"glenn",43
"harold",43
"hinzman",43
"holliman",43
"jenkins",43
"lotrich",43
"reeve",43
"fore",42
"frish",42
"herrington",42
"jeffords",42
"mcbride",42
"pat",42
"stambaugh",42
"almeida",41
"banks",41
"beck",41
"childs",41
"cronin",41
"dilger",41
"farver",41
"harlan",41
"jett",41
"kirk",41
"agustin",40
"conrow",40
"curtis",40
"dalbec",40
"fabriscus",40
"greenhood",40
"hirth",40
"hueter",40
"huntsman",40
"justin",40
"keiser",40
"kochman",40
"kulczycki",40
"livingston",40
"management",40
"state",40
"ainslie",39
"cake",39
"jan",39
"linda",39
"maney",39
"mein",39
"nc",39
"sipiorski",39
"stevenson",39
"stuart",39
"tomsmiere",39
"whiting",39
"work",39
"beardsley",38
"bellinger",38
"chad",38
"conservation",38
"farmer",38
"garrett",38
"hbfl",38
"kramer",38
