"Continent","Count"
"usa",91475
"mex",200
"ven",124
"can",122
"eth",106
"col",95
"tkm",78
"rou",60
"ita",58
"gtm",56
"cri",35
"jpn",23
"ind",16
"fra",15
"blz",13
"nic",9
"ecu",8
"bel",5
"sau",5
"esp",4
"nzl",4
"pan",4
"swe",4
"aus",3
"chn",3
"deu",3
"hnd",3
"bra",2
"cze",2
"gbr",2
"irn",2
"kor",2
"sle",2
"tza",2
"arg",1
"aut",1
"bhs",1
"cub",1
"egy",1
"fin",1
"grc",1
"ken",1
"mrt",1
"mys",1
"npl",1
"slv",1
"twn",1
"uga",1
