"dwc.preparations","freq"
"70% Ethanol - 8; 95% Ethanol - 2",1
"70% Ethanol - 8; 95% Ethanol - 5",1
"70% Ethanol - 8; discarded - 1",1
"70% Ethanol - 8; discarded - 2",1
"70% Ethanol - 86",1
"70% Ethanol - 9; 95% Ethanol - 5",1
"70% Ethanol - 9; Cleared and stained - 1",1
"70% Ethanol - 9023",1
"70% Ethanol - 915",1
"70% Ethanol - 995",1
"95% Ethanol - 1; 70% Ethanol - 2",1
"95% Ethanol - 1; 70% Ethanol - 4",1
"95% Ethanol - 10",1
"95% Ethanol - 12",1
"95% Ethanol - 2; 70% Ethanol - 35",1
"95% Ethanol - 3; 70% Ethanol - 2",1
"95% Ethanol - 33",1
"95% Ethanol - 4; 70% Ethanol - 23",1
"95% Ethanol - 7",1
"Cleared and stained - 1; 70% Ethanol - 25",1
"Cleared and stained - 2",1
"Cleared and stained - 3",1
"Cleared and stained - 4",1
"discarded",1
"discarded - 4",1
"dried - 10",1
"dried - 12",1
"dried - 18",1
"dried - 23",1
"dried - 31",1
"dried - 47",1
"dried - 9",1
"frozen - 6",1
"Sectioned (Histology) - 1; Cleared and stained - 2",1
"skeleton - 19",1
