"Collector","Count"
"akosombo",3
"andy",3
"ann",3
"anne",3
"aquatics",3
"archambault",3
"arnfinson",3
"ayer",3
"baballa",3
"beacham",3
"beaudet",3
"blahak",3
"bocock",3
"bouchard",3
"brandley",3
"brewin",3
"brosseau",3
"buckley",3
"byers",3
"callum",3
"cape",3
"cardiff",3
"carl",3
"carlberg",3
"carolina",3
"cassady",3
"chris",3
"christiansen",3
"clair",3
"clifford",3
"cronkhite",3
"delaronde",3
"dobson",3
"duffield",3
"ealey",3
"egan",3
"erwin",3
"foot",3
"fv",3
"gage",3
"gehlbach",3
"gislason",3
"grinnell",3
"hare",3
"harrington",3
"hartmen",3
"hildebrand",3
"hocking",3
"hoffman",3
"homer",3
"houghton",3
"jenson",3
"jewkes",3
"jo",3
"jonkel",3
"jumaily",3
"kemp",3
"kerekes",3
"klawe",3
"knudson",3
"koenig",3
"l.n",3
"leech",3
"lemieux",3
"liz",3
"locke",3
"lw",3
"lynn",3
"mackey",3
"magee",3
"mair",3
"mall",3
"masaa",3
"massey",3
"mcdowell",3
"mchale",3
"mcpherson",3
"monkman",3
"mrs",3
"munson",3
"neraaren",3
"nieland",3
"olsen",3
"omata",3
"owen",3
"p.w.h",3
"parks",3
"parr",3
"pattie",3
"pavel",3
"pisareva",3
"placsko",3
"platt",3
"porter",3
"priegert",3
"purchased",3
"ramsey",3
"randall",3
"reisman",3
"revell",3
"risk",3
"rofen",3
"rose",3
"russel",3
"samuels",3
"saunders",3
"schmidt",3
"sciences",3
"scoggan",3
"sibley",3
"small",3
"st",3
"staff",3
"stn",3
"stock",3
"strömberg",3
"summers",3
"susan",3
"tara",3
"thwaites",3
"tisch",3
"valley",3
"wakeford",3
"walters",3
"warden",3
"whitebread",3
"y",3
"zelt",3
"å",3
"alison",2
"andrew",2
"anthony",2
"aquatic",2
"arlidge",2
"armstrong",2
"associates",2
"banks",2
"barraclough",2
"barton",2
"bastl",2
"batton",2
"beard",2
"beaver",2
"bedry",2
"belonger",2
"bernard",2
"bethel",2
"bihl",2
"blackburn",2
"blacklock",2
"blood",2
"blumer",2
"bock",2
"boggs",2
"booth",2
"bourne",2
"boy",2
"brad",2
"brooks",2
"burns",2
"calverley",2
"canham",2
"carson",2
"carter",2
"cavender",2
"chia",2
"chomyn",2
"cindy",2
"city",2
"clements",2
"conant",2
"cormie",2
"cotter",2
"courtney",2
"craig",2
"cross",2
"cuerrier",2
"cummings",2
"deborah",2
"denyes",2
"dick",2
"doan",2
"doll",2
"dolson",2
"donaghey",2
"economidis",2
"engstrom",2
"etnier",2
"ewan",2
"ferster",2
"filipski",2
"fix",2
"fleming",2
"flemming",2
"flook",2
"floyd",2
"fred",2
"french",2
"fry",2
"fujita",2
"gagnon",2
"garside",2
"general",2
"goble",2
"goebel",2
"goldamer",2
"goodwin",2
"gow",2
"gurba",2
"hagborg",2
"hague",2
"hallock",2
"halvorson",2
"hamilton",2
"handford",2
"hardy",2
"hartviksen",2
"harvie",2
"hensel",2
"herb",2
"hermary",2
"hesse",2
"heuber",2
"hn",2
"hogan",2
"holcik",2
"holland",2
"horton",2
"hosein",2
"house",2
"howard",2
"huddleston",2
"hughes",2
"hulsman",2
"ishigaki",2
"ivan",2
"jackiw",2
"jacobson",2
"jantzie",2
"jaremco",2
"jaroslav",2
"jensen",2
"jerry",2
"jestin",2
"jonas",2
"jr",2
"juan",2
"kineniuk",2
"kirby",2
"koeppl",2
"krause",2
"kreway",2
"kristalka",2
"krotzer",2
"kyaw",2
"lance",2
"land",2
"law",2
"lawrence",2
"lee",2
"lindoe",2
"lindsey",2
"lise",2
"little",2
"liu",2
"lovie",2
"loyal",2
"mark",2
"maung",2
"may",2
"mcarthur",2
"mcbain",2
"mcdiarmid",2
"mcfetridge",2
"mckean",2
"mcneely",2
"mcphee",2
"mensherin",2
"mepsherin",2
"mettee",2
"miles",2
"miron",2
"molly",2
"monkolprasit",2
"monroe",2
"more",2
"moreau",2
"morgan",2
"morin",2
"morrow",2
"munzing",2
"mychajluk",2
"nalbant",2
"nasogaluak",2
"nichol",2
"noddin",2
"novakowski",2
"ogilbia",2
"orange",2
"pace",2
"palahnuk",2
"parker",2
"pat",2
"pattendon",2
